imdb_id,imdb_rating,imdb_votes
tt0111793,6.0,4156
tt0110438,6.5,5200
tt0337611,5.6,2537
tt0111308,5.7,1571
tt0111625,4.9,571
tt0115042,4.8,1808
tt0114726,4.8,2308
tt0225013,5.2,87
tt0338690,4.6,186
tt0109010,7.2,2979
tt0402739,3.4,9
tt0267246,5.8,658
tt0109116,4.3,346
tt0109117,8.2,46433
tt0109091,4.9,494
tt0305241,6.5,39
tt0363455,4.7,20
tt0109134,6.9,5527
tt0363405,4.0,8
tt0109325,5.2,28
tt0112485,5.4,35
tt0109391,3.6,374
tt0112269,4.1,130
tt0346870,3.9,17
tt0346733,4.3,20
tt0440199,6.1,62
tt0109246,4.1,36
tt0135140,4.7,100
tt0109206,7.6,4046
tt0178392,7.5,335
tt0317699,5.3,58
tt0290183,5.4,784
tt0109710,4.6,278
tt0976027,5.9,16
tt0450608,2.9,10
tt0121232,4.6,225
tt0172488,5.0,40
tt0442601,6.6,25
tt0290213,5.1,524
tt1202010,2.4,5
tt0349618,5.1,28
tt0110177,5.3,577
tt0230358,4.2,9
tt0109922,5.5,718
tt0275364,5.2,51
tt0110105,3.7,598
tt0110222,7.8,16384
tt0110140,3.1,229
tt0110254,5.2,268
tt0398128,6.7,7
tt0395614,3.8,22
tt0385793,1.8,5
tt0361764,5.5,22
tt0363784,3.9,63
tt0400577,6.1,19
tt0448586,3.9,14
tt0110449,7.7,342
tt0398170,7.1,59
tt0113933,6.1,99
tt0205189,5.7,28
tt0317985,5.0,82
tt0440604,5.7,10
tt0267845,3.9,69
tt0173156,4.8,108
tt0110584,4.2,77
tt0110881,6.8,40
tt0362986,6.1,39
tt0111303,5.1,17
tt0362056,3.0,7
tt0111537,6.0,115
tt0111384,5.3,113
tt0172487,5.4,169
tt0444983,8.1,68
tt0111067,3.6,289
tt0111780,4.4,92
tt0111793,6.0,4156
tt0290940,5.1,515
tt0339936,5.7,55
tt0363406,5.1,15
tt0363170,5.4,10
tt0292742,4.2,422
tt0106221,5.1,109
tt0106203,6.1,387
tt0177503,4.7,28
tt0106204,6.7,1630
tt0106206,5.3,261
tt0177483,6.8,73
tt0388554,6.1,8
tt0106287,5.7,92
tt0231197,4.2,27
tt0106205,4.9,65
tt0106270,4.6,337
tt0290429,5.3,479
tt0106408,6.3,973
tt0358992,4.0,121
tt0404806,5.6,15
tt0106333,7.7,24053
tt0359059,6.5,10
tt0106655,7.8,2698
tt0106653,6.0,87
tt0450577,4.7,51
tt0350613,5.5,17
tt0267424,3.3,221
tt0271458,5.8,51
tt0359157,4.7,93
tt0448413,7.2,45
tt0290179,5.5,449
tt0106725,5.1,587
tt0337613,3.8,171
tt0106541,3.7,436
tt0106986,7.4,723
tt0106799,3.5,158
tt0109555,7.8,20876
tt0107060,6.3,543
tt0187109,4.8,114
tt0107166,7.4,4929
tt0107199,7.0,322
tt0481107,5.3,27
tt0453367,5.2,48
tt0172617,5.1,58
tt0296705,5.3,465
tt0353555,5.2,50
tt0280832,3.8,125
tt0107311,7.2,2681
tt0107321,5.1,2565
tt0104645,5.9,502
tt0156585,5.0,61
tt0317680,5.6,157
tt0268326,6.5,33
tt1326149,4.5,11
tt0260155,4.3,192
tt0137100,5.3,1954
tt0104941,4.4,139
tt2011180,5.2,11
tt0110794,6.9,18
tt0251320,4.4,128
tt0172980,5.1,291
tt0360791,4.8,8
tt0490440,6.1,27
tt0107440,5.2,236
tt0107820,5.2,88
tt0107821,5.7,104
tt0376080,3.6,164
tt0121659,6.4,56
tt0156891,6.1,205
tt0250642,7.9,15
tt0363896,4.4,8
tt0290839,6.2,1027
tt0396805,5.1,13
tt0108023,5.5,159
tt0193449,4.6,158
tt0267905,3.1,175
tt0107986,4.9,773
tt0108001,7.2,415
tt1068660,4.3,6
tt0376182,2.4,152
tt0108109,6.5,80
tt0227496,4.6,98
tt0105515,5.1,115
tt0240879,7.9,613
tt0155075,4.2,21
tt0108144,6.3,282
tt0243639,5.9,56
tt0290331,5.9,1331
tt0391547,5.5,11
tt0126871,6.8,5672
tt0104607,6.6,1660
tt0262747,6.1,29
tt0360224,7.0,35
tt0130350,6.5,1015
tt0404537,6.1,57
tt0448790,5.9,12
tt0360227,5.8,23
tt0193102,5.8,161
tt0266875,7.1,858
tt0104854,6.4,45
tt0378343,6.6,12
tt2011178,6.6,32
tt0105500,4.5,745
tt0105762,4.5,53
tt0470381,6.1,115
tt0273513,7.2,44
tt0940710,4.4,5
tt0363698,3.2,18
tt0344301,5.0,31
tt0105897,5.4,257
tt0280396,5.2,55
tt0267830,3.0,49
tt0102073,4.9,43
tt0105166,5.3,189
tt0364720,5.1,49
tt0104660,3.6,17
tt0154720,5.3,20
tt0104927,4.5,579
tt0157003,5.5,58
tt0193246,6.1,86
tt0403276,5.4,37
tt0390667,5.5,118
tt0126234,6.6,5303
tt0104561,8.2,20266
tt0105007,3.9,307
tt0154992,7.9,21
tt0172170,4.7,179
tt0251346,5.4,39
tt0105315,3.3,124
tt0291883,5.7,860
tt0105209,5.1,58
tt0247909,5.4,131
tt0104072,4.3,523
tt0172188,6.1,674
tt0337651,5.2,48
tt0231765,5.6,17
tt0103689,6.5,250
tt0149850,5.3,57
tt0103763,4.3,149
tt0102200,6.4,488
tt0400365,3.5,10
tt0156658,5.6,420
tt0225566,6.0,115
tt0105866,5.4,355
tt0267617,4.7,707
tt0108256,8.1,622
tt0304204,5.9,566
tt0255401,7.1,269
tt0173102,6.8,6831
tt2009481,6.5,15
tt0464990,4.8,51
tt0416890,6.1,11
tt0105313,5.8,134
tt0407274,4.4,41
tt2015304,6.0,39
tt0105271,8.2,10649
tt0155499,5.2,102
tt0101283,5.2,1072
tt0101284,5.1,370
tt0259831,5.0,30
tt0402741,6.5,6
tt0327403,6.1,719
tt0404797,6.3,31
tt0101432,5.0,213
tt0482669,3.5,11
tt0289686,4.1,564
tt0359151,5.0,5
tt0101244,6.6,818
tt0186857,5.2,59
tt0363583,4.7,14
tt0172175,4.4,112
tt0231520,7.5,51
tt0101733,7.4,3623
tt0187004,4.9,204
tt0340112,5.9,43
tt1692184,6.3,13
tt0359168,3.0,26
tt0246567,7.0,148
tt0371631,4.2,13
tt0101887,4.8,34
tt0102071,6.8,2399
tt0121352,6.4,591
tt0214775,6.2,31
tt0363658,4.4,11
tt0398134,6.6,10
tt0376620,5.7,24
tt1571204,6.2,26
tt0172646,5.8,73
tt0102201,5.1,68
tt0102119,4.6,228
tt0439639,5.7,6
tt0099929,5.5,65
tt0363747,6.1,19
tt0395609,5.4,10
tt0102746,4.0,387
tt0102160,2.5,24
tt1454012,3.7,34
tt0102258,7.4,2377
tt0102191,7.0,32
tt0437280,5.8,22
tt0392360,5.8,933
tt0266752,5.2,36
tt0455140,6.0,31
tt0359582,4.8,24
tt1692213,5.6,12
tt0102645,5.7,769
tt0254683,5.8,1176
tt0246766,6.2,86
tt0363887,4.9,107
tt0102513,5.6,355
tt0102701,8.0,1747
tt0234412,4.0,27
tt0399530,4.2,47
tt0271138,4.9,46
tt0363851,5.0,10
tt0102515,5.7,44
tt0102702,5.7,29
tt0359876,5.0,21
tt0363967,6.1,15
tt0102825,7.2,5625
tt0360911,5.7,23
tt0248307,7.4,21
tt0156982,6.6,142
tt0155147,4.0,38
tt0102844,6.8,1096
tt0156985,7.0,1151
tt0352809,4.8,11
tt0102835,5.4,910
tt0105161,5.3,89
tt0102706,2.1,120
tt0359962,5.5,37
tt0102846,6.1,826
tt0395779,6.3,53
tt0364039,3.2,6
tt0481241,5.2,54
tt0399911,7.2,39
tt0376884,5.0,17
tt0098976,4.8,532
tt0177489,5.4,81
tt0175422,5.2,32
tt0243103,3.1,9
tt0103304,6.0,31
tt0236978,5.0,35
tt0149573,6.2,1406
tt0096775,5.3,13
tt0170416,5.7,43
tt0358261,5.6,53
tt0440005,4.0,5
tt0154183,5.4,1046
tt0330019,5.2,29
tt0099025,4.2,32
tt0099080,5.7,1056
tt0099081,6.0,247
tt0395464,4.7,50
tt0259877,5.1,250
tt0098999,7.7,7737
tt0099076,6.4,126
tt0404843,4.8,52
tt0382604,4.8,10
tt0099429,6.8,4532
tt0101742,5.9,880
tt0482034,6.2,18
tt0099651,6.0,293
tt0099467,7.3,66
tt0345177,8.4,1049
tt0099652,7.6,3585
tt0268273,5.5,32
tt0242509,5.7,252
tt0395519,5.1,99
tt0494953,5.3,14
tt0337650,5.8,604
tt0102148,5.4,482
tt0384220,5.9,13
tt0378156,5.1,11
tt0359444,5.1,32
tt0099869,5.2,157
tt0104548,5.0,143
tt0360693,4.9,35
tt0100092,5.7,127
tt0099943,5.9,541
tt0361796,5.4,66
tt0363810,4.2,33
tt0100384,6.8,121
tt0187338,4.3,53
tt0232291,4.4,34
tt0493354,6.1,36
tt0099916,4.8,9
tt0156659,6.2,96
tt0100401,6.1,110
tt0100539,5.6,165
tt0396768,5.4,33
tt0248428,8.1,2804
tt0261296,4.9,38
tt0363915,6.0,29
tt0155073,6.6,21
tt0363921,4.1,15
tt0359971,4.6,59
tt0173188,5.4,34
tt0359967,5.0,21
tt0362223,4.8,36
tt0173283,6.6,962
tt0360145,4.5,21
tt0172622,5.1,82
tt0978726,4.9,22
tt0250043,7.0,170
tt0098461,5.6,337
