imdb_id,story,summary,tagline,actors,wins_nominations,release_date
tt0208903,Anil is a performer dancing and singing on streets he and his mother are accused of stealing a guitar by P.N Oberoi out of shame they leave from Bombay.Years later in Goa Anil is singing and dancing at small functions and has dream of making it big.Sam Oberoi spoil brat of P.N Oberoi is big name in music world.David Brown his manager quits his job due to his arrogant behavior and challenges Sam he will create a new star opposite him.Mr Brown notices Anil and gives him a break where Sam's sister Rita is ready with her friends to spoil the event.When Anil starts dancing except Rita everyone follows him and show turns to be hit. Mr Brown arranges a show for him in Bombay the city where he and his mother was insulted.Sam and P.N Oberoi send goons to stop Anil from reaching the show.But he manages to reach and his performances becomes a big hit soon Anil turns into Jimmy a craze for every young star this destroys Sam's career.Rita realizes her mistake and teams up with Jimmy.But her father...,Talented amateur singer after years of honest work became a famous professional  but an old enemy of his family is envy of his success.,,Mithun Chakraborty|Kim|Kalpana Iyer|Om Puri|Gita Siddharth|Yusuf Khan|Bob Christo|Master Chhotu|Baby Pinky|Jankidas|Amarnath Mukherjee|Chandrashekhar|Bina|Gauri Verma|,,10 December 1982 (India)
tt0262612,,Add a Plot »,,Jeetendra|Rekha|Anita Raj|Asrani|Ashok Kumar|Aruna Irani|,,
tt0877654,,Add a Plot »,,Reena Roy|Raj Babbar|Ranjeet|Nadira|Danny Denzongpa|,,11 August 1982 (India)
tt0445085,Watch the full movie  Meharbaani  only on Eros Now. Meharbaani a 1982 Indian Hindi film  directed by A. Nairang  Ajit Singh Deol. The film stars Dharmendra  Hema Malini  Sarika and Bharat Bhushan in lead roles. The film had musical score by Ravindra Jain.,Watch the full movie  Meharbaani  only on Eros Now. Meharbaani a 1982 Indian Hindi film  directed by A. Nairang  Ajit Singh Deol. The film stars Dharmendra  Hema Malini  Sarika and Bharat ...                    ,,Mahendra Sandhu|Sarika|Narendra Nath|Bindu|Randhir|Urmila Bhatt|Nasir Hussain|Brahmachari|Bharat Bhushan|Bachatar Singh|Jerry|Jugnu|Dhanraj Habib|Ramlal|,,13 May 1982 (India)
tt0259848,,Add a Plot »,,Kamal Haasan|Savitri|,,
tt0374016,Educated Shankar bows to his Ramgarh-based widowed mother's wishes and gets married to child-like Lajjo  whose parents had followed tradition and had refused to educate their daughters for generations. Disgruntled with Lajjo  who is unable to distinguish salt from sugar  he keeps to himself  and decides to re-locate to Bombay when he finds out that his mother had mortgaged their house to pay for his education. After notifying them that he has secured employment  he does not write for several months. As a result  Lajjo travels to Bombay  locates his residence and moves-in. She is not aware that Shankar is very displeased with her presence  and will soon send her back  so that he can carry on his romance with wealthy Reema.,Educated Shankar bows to his Ramgarh-based widowed mother's wishes and gets married to child-like Lajjo  whose parents had followed tradition and had refused to educate their daughters for ...                    ,,Mohammad Asif|Rajni Bala|Geeta Behl|Mohan Bhakri|Ashok Brahm Bhatt|Abhi Bhattacharya|Birbal|Shankar Boke|Ajay Chadha|R.S. Chopra|Kamlakar Date|Dulari|Akash Dutt|Durgesh Jaani|,,
tt0216019,Dhaniram brings a trucker named Gerulal to Jugni's house so that he can rent a room. Jugni lives in dilapidated house with three young daughters  all of whom are of marriage age. The eldest is Mimki  followed by Mithu  and Chinki. Her husband is an alcoholic and wayward  and comes home every few weeks. Jugni past was sordid and involved dancing in a brothel. Jugni and her daughters labor for a living. Gerulal gets settled in  and becomes part of this family. Then when he gets news of his maternal grandmother's passing  he leaves and does not return for several months. When he returns  nothing and no one is the same anymore.,Dhaniram brings a trucker named Gerulal to Jugni's house so that he can rent a room. Jugni lives in dilapidated house with three young daughters  all of whom are of marriage age. The eldest...                    ,,Sanjeev Kumar|Sharmila Tagore|Shabana Azmi|Kiran Vairale|Waheeda Rehman|Ram Mohan|T.P. Jain|Kamaldeep|Bhag Singh|Ranvir|Ashish Chatterji|Baldev Mehta|,,
tt0256951,Chandan and Gunja  who hails from a village across the river  fall in love with each other. After her sister dies  Gunja is compelled to marry her brother-in-law who is Chandan's brother.,Chandan and Gunja  who hails from a village across the river  fall in love with each other. After her sister dies  Gunja is compelled to marry her brother-in-law who is Chandan's brother.,,Sachin|Sadhana Singh|Inder Thakur|Mitali|,,
tt0084385,Young Arjun (Amitabh Bachchan) is brought up by his Daddu (Om Prakash). His Daddu decides for him to go to the city in search of a new job and life. While in the city he meets up with Bhairon (Ram P. Sethi) who guides him into finding a job as a servant in a 5-star hotel owned by Raja (Shashi Kapoor). While in the hotel  Arjun meets Poonam (Smita Patil) and falls in love with her. During this time  many attempts are made to kill Raja by the one and only Girdar Singh (Satyendra Kapoor) and his son Ranjeet (Ranjeet). All these attempts are thwarted by Arjun. Will he be able to save Raja from these attacks?,Brought up by his grandfather  Arjun Singh moves to the city in search of a new job and life. While in the city he meets Bhairon who helps him find a job as a singer in a 5-star hotel owned by Raja.,,Waheeda Rehman|Shashi Kapoor|Amitabh Bachchan|Smita Patil|Parveen Babi|Om Prakash|Ranjeet|Satyendra Kapoor|Ram P. Sethi|Kamal Kapoor|Chandrashekhar|Ashalata Wabgaonkar|Dev Kumar|Harish Magon|,1 win & 1 nomination,30 April 1982 (India)
tt0158827,Afaque  Saif and Niloufer are college mates. Afaque wins a 10 Rupee bet with Saif  that he will be able to touch Niloufer. Afaque has a serious crush on Niloufer who does not reciprocate. Afaque however nurses his crush and is rather charming in his attempts to draw Nilofer's attention. Niloufer (Salma Agha) an attractive but quite haughty co-ed asks Afaque (Raj Babbar) to entertain the outgoing batch with his ghazals and that is the only time  when the two actually have a meaningful exchange. Time goes by and the college mates come together again. Saif (Asrani) is now a dissolute magazine editor  alcoholic and womaniser. Niloufer is divorced by Nawab Wasim (Deepak Parasher)  a debonair  workacholic and self centred man. Afaque  a publisher of Urdu poetry is single while keeping the flame of his love for Niloufer alive in his heart. The story takes us through details of Sharia (muslim) law regarding divorce and remarriage. Niloufer habitually keeps a diary  which proves to be her ...,Afaque  Saif and Niloufer are college mates. Afaque wins a 10 Rupee bet with Saif  that he will be able to touch Niloufer. Afaque has a serious crush on Niloufer who does not reciprocate. ...                    ,,Raj Babbar|Deepak Parashar|Asrani|Heena Kausar|Iftekhar|Chandrashekhar|Urmila Bhatt|Ashalata Wabgaonkar|Yunus Parvez|Anu Dhawan|,1 win,24 September 1982 (India)
tt0084532,Orphaned at a very young age and adopted by his uncle  a Poojari  and aunt  Premvati  Devdhar lives a poor lifestyle with them and their daughter  Radha. Poojari works for Bade Thakur and his family and prepares astrological charts and organizes prayers  and asks him for financial assistance so that Devdhar can go to Bombay and study  which is approved. Years later Devdhar has matured  returns home so that Radha could get married. He meets with and falls in love with Bade Thakur's paternal niece  Manorama  his childhood friend. She likes him too  but is very naive about love and intimacy. Radha gets married to a much older man and moves out  while Manorama's marriage is arranged with Kunwar Narendra Pratap Singh. The wedding takes place with great pomp and ceremony  and a heartbroken Devdhar leaves the village to return to Bombay. A few months later he meets with Radha  who is now pregnant  and also decides to visit his uncle and aunt. This is where he will get the shock of his life ...,Manorama  the daughter of a rich  orthodox family is married off  leaving her childhood friend Deodhar and his secret love for her  in despair. When tragedy befalls her  and traditions seem unfair  Deodhar must fight for what's right.,,Shammi Kapoor|Nanda|Tanuja|Vijayendra Ghatge|Kulbhushan Kharbanda|Bindu|Sushma Seth|Raza Murad|Rajendra Nath|Kiran Vairale|Om Prakash|Monty Nath|Rishi Kapoor|Padmini Kolhapure|,4 wins,31 July 1982 (India)
tt0359867,,Add a Plot »,,Jeetendra|Rekha|Shabana Azmi|Nadira|,,
tt0155088,Unable to handle the taking of his kingdom by an Indian Government decree  the Maharaja kills himself. His son  Jaipal  takes over as the Maharaja  turns rebel  and refuses to hand over his title and kingdom to the Government. It is in this background that Police Superintendent Dhirendra Singh assumes his duties. When a conflict arises between Jaipal and himself  he is transferred to another town. His father  Thakur Ram Avtaar  wants him to marry a childhood friend  Janki  the daughter of Thakur Pratap Singh. When he meets her  he falls in love with her  not knowing that she has given her heart to Manu Pratap Singh  with whose family there is animosity as Pratap's sister had eloped with a male from their family  & was killed at the hands of Pratap. An enraged Pratap  when he finds out about Janki's affair  has her married to Dhirendra. On the day of the marriage  Jaipal's nephew abducts Janki  but is shot dead by Manu. A pregnant Janki goes to live with Dhirendra  while Manu is ...,Unable to handle the taking of his kingdom by an Indian Government decree  the Maharaja kills himself. His son  Jaipal  takes over as the Maharaja  turns rebel  and refuses to hand over his...                    ,,Rajesh Khanna|Dharmendra|Hema Malini|Vinod Khanna|Ranjeeta Kaur|Tina Ambani|Ranjeet|Rehman|Nasir Hussain|Iftekhar|Om Shivpuri|Indrani Mukherjee|Purnima|Murad|,3 wins & 1 nomination,
tt0265690,Captain Chawla has been employed for years with a cargo shipping company run by Ranbir. While celebrating the new year  Chawla hears gunshots and goes below to investigate. He finds out that one of his officers  Gomes  has shot and killed a drunken sailor. Before he could do anything to address this situation  there is an explosion abroad the ship  "Samraat"  which subsequently sinks. Ranbir finds out that Chawla was misusing his captaincy and smuggling gold bars  and files a police complaint  Chawla is arrested and imprisoned. His daughter  Suman  returns from England and decides to find out what really happened as her dad claims that he is innocent. In order to carry out this investigation  she hires two crazy divers  Ram and Raju alias Raj  who decide to undertake this mission. Then Ram finds out that the ship contains gold bars which are virtually their's for the taking. He informs Raj  only to find out that Raj is only interested in handing over the gold to the Government  as he ...,Captain Chawla has been employed for years with a cargo shipping company run by Ranbir. While celebrating the new year  Chawla hears gunshots and goes below to investigate. He finds out ...                    ,,Dharmendra|Jeetendra|Hema Malini|Zeenat Aman|Amjad Khan|Shashikala|Kader Khan|Om Shivpuri|Shreeram Lagoo|,,12 November 1982 (India)
tt0341554,Avinash  an M.A. student  is an idealistic young man with socialist views and stern principles. He is not affected by materialistic nature of his generation and strongly opposes acquiring wealth  more than needed. He is son of a wealthy landlord but has left his father's house because of philosophical differences. He works as a part time writer to meet his daily living. He finds an admirer in Geeta  his classmate and daughter of a textile mill owner  who falls in love with him for his outlook. Geeta also leaves her father's house and get married and soon to have a child. Avinash finds it difficult to manage this extended family. Financial insecurity forces him to join a publishing house owned by his classmate Satish Shah. Soon he starts transforming into a ruthless businessman and treads the very path  once he loathed. Geeta is surprised of his easy withdrawal of principles. She decides to leave him. Avinash realizes his mistake  leaves his job and joins his ex-professor Choudhary's ...,Avinash  an M.A. student  is an idealistic young man with socialist views and stern principles. He is not affected by materialistic nature of his generation and strongly opposes acquiring ...                    ,,Deepti Naval|Farooq Shaikh|Satish Shah|Iftekhar|A.K. Hangal|,,4 March 1982 (India)
tt0156043,Sunil and his father  Wilson  con a rich man into believing that Sunil is his long lost son. Only the mother  who is also separated from her husband  the rich man  can identify who her son is. Notable songs: "Jitne bhi to kar le situm  hahs hahs ke sanghenge hum  yeh pyar na hoga kum  sanam teri kasam..."; "Shishey ke gharon me dekho to pathar dilwale basthe hai  jo pyar ko khel samajthe hain  aur todh ke dil ko hastein hain...".,Sunil and his father  Wilson  con a rich man into believing that Sunil is his long lost son. Only the mother  who is also separated from her husband  the rich man  can identify who her son ...                    ,,Kamal Haasan|Reena Roy|Jagdeep|Kader Khan|Ranjeet|Jeevan|Seema Deo|Neelu Arora|Guddi Maruti|Samina Kashmiri|Yasmin Khan|Mala Jaggi|Azaad Irani|Bhooshan|,1 win,14 May 1982 (India)
tt0084630,After the death of their parents; Ravi Anand the eldest of seven brothers becomes the guardian to his other six siblings. His dictatorship and measures to get things done are frustrated by his brothers and thus they grow up like animals and this becomes their life-style. Ravi meets with a nurse  Indu and both fall in love and get marry. After marriage Indu moves in with the Anands and disapprove of their living and to their shock attempt to change this albeit with considerable results. The six brothers meet their life-partners and bring them to live at their home. Unfortunately one of the girls  Seema Singh who happens to be wealthy invites the wrath of her paternal uncle  Ranjit Singh who abducts Ravi and keep him as hostage on an isolated island while at the same time send his look-alike the notorious Babu to take his place so that he can kill Seema in order for Ranjit to be the sole beneficiary of her inheritance; killing anyone who dears to stand in his way.,After the death of their parents; Ravi Anand the eldest of seven brothers becomes the guardian to his other six siblings. His dictatorship and measures to get things done are frustrated by ...                    ,,Amitabh Bachchan|Hema Malini|Ranjeeta Kaur|Amjad Khan|Shakti Kapoor|Sachin|Paintal|Ranjeet|Sudhir|Kanwaljit Singh|Vijayendra Ghatge|Vimal Sahu|Sarika|Goga Kapoor|,,22 January 1982 (India)
tt0301810,Rai (Sanjeev Kumar) is the country's most powerful smuggler  surrounded by his fortress of power and money. Till one day his daughter Sonia (Poonam Dhillon) falls in love with Ravi (Shashi Kapoor) a police officer. The question begins to haunt Rai - What is more important? His children's happiness or his life as a rich and powerful underworld Don. SAWAAL is a powerful confrontation of life's greatest motivating forces - self against selfishness  love against power  good against evil.,Sawaal is a powerful confrontation of life's greatest motivating forces - self against selfishness  love against power  good against evil.,,Sanjeev Kumar|Waheeda Rehman|Shashi Kapoor|Poonam Dhillon|Randhir Kapoor|Swaroop Sampat|Prem Chopra|Ulhas|,,21 May 1982 (India)
tt0084667,A scrupulously honest cop refuses kidnappers' demands at grave risk to the life of his son. The son is rescued but lives forever scarred by his father's willingness to sacrifice his own son for the sake of his principles. This works out to devastating effect when the son grows up to be a Mafia don  and his father is assigned the job of bringing him in.,A scrupulously honest cop refuses kidnappers' demands at grave risk to the life of his son. The son is rescued but lives forever scarred by his father's willingness to sacrifice his own son...                    ,,Dilip Kumar|Amitabh Bachchan|Rakhee Gulzar|Smita Patil|Kulbhushan Kharbanda|Amrish Puri|Vikas Anand|Jagdish Raj|Chandrashekhar|Neiraj Bhalla|Murli Sharma|Sharat Saxena|Master Ravi|Dalip Tahil|,4 wins & 1 nomination,1 October 1982 (India)
tt0362147,,Add a Plot »,,Vinod Mehra|Zarina Wahab|Navin Nischol|Prema Narayan|Nasir Hussain|Chandana Choudhary|Om Shivpuri|,,
tt0158213,Choudhry  Jagdishbhai  and Inder Sen are old friends in their early sixties  but believe they are in still in their forties. While Choudhry lives with his wife  Sita  Inder is widowed  and Jagdish is divorced. Their weakness is smoking  alcohol  and women. While they are able to satisfy they need for the first two vices  they are unable to openly indulge with women to their hearts' content while in Bombay. When Sita decides to take a religious pilgrimage  the three decide to travel out of town  and have fun with women. They hire a car driver named Sakharam  who takes them to Goa  and once there  he drives them to a night-club  which has a dancer and singer named Anita. All three friends find Anita gorgeous  and would love to be intimate with her. They plan to individually spend time with her  but Murphy's law prevails with hilarious results.,Three friends  in their 60s  try to do everything that they couldn't do in their younger days - before death arrives.,,Ashok Kumar|A.K. Hangal|Utpal Dutt|Rati Agnihotri|Mithun Chakraborty|Sharad Qazilbash|Minalini|Athar Nawaaz|Gautam Chakraborty|Meena Srivastava|Neelima|Meghdoot|Ashalata Wabgaonkar|Gita Siddharth|,,16 April 1982 (India)
tt0259583,In Dr. Gindes Hospital for the mentally insane is a patient named Inder  who is in a catatonic state  which occurred after a traumatic childhood incident. While Inder has shown signs of recovering  he has also started taking an interest in a young woman by the name of Meenakshi. But will Meenakshi be able to reciprocate the affections of an unstable and mentally ill admirer  if not  will this result in Inder return to his original state?,In Dr. Gindes Hospital for the mentally insane is a patient named Inder  who is in a catatonic state  which occurred after a traumatic childhood incident. While Inder has shown signs of ...                    ,,Naseeruddin Shah|Smita Patil|Vikram Makandar|Asrani|Arun Sarnaik|Keith Stevenson|Vikas Desai|,,
tt0430647,On the scenic mountain town of Madhopur lives a lively and vivacious young woman named Basanti  who runs a business "Basanti's Shop" by selling novelties and dolls  along with her aged father. She meets Raj Kumar  a singer  during one of his shows at the nearby Hotel Tin Min  and both fall in love. They plan to get married  but before that Raj has to perform a show in Bombay  as well as bring his mother over to introduce her to Basanti. Raj never returns. A close friend of the family  Gopi  goes to the city to locate Raj  as Basanti's health is fast deteriorating. He finds Raj singing in a hotel room surrounded by scores of female fans. Enraged at this betrayal  he later storms into Raj's hotel room - only to find out the devastating truth as to why Raj chose to stay away from Basanti.,On the scenic mountain town of Madhopur lives a lively and vivacious young woman named Basanti  who runs a business "Basanti's Shop" by selling novelties and dolls  along with her aged ...                    ,,Mithun Chakraborty|Ranjeeta Kaur|Iftekhar|Ram Mohan|Kishore Kapoor|,,3 September 1982 (India)
tt0379504,A rich and wealthy couple  Shankarlal and Parvati (Sanjeev Kumar & Raakhee) are appalled at the problems of the world  especially in households  so they decide to try and make things right - one household at a time. They first go the household of alcoholic Rajesh (Rakesh Roshan); his domineering mom (Lalita Pawar); and uneducated wife  Veena (Deepti Naval). Their second task takes them to the household of Vishwanath Gupta(A.K. Hangal); his son  Madhu (Amol Palekar) who has taken to drinking; and his attractive  outgoing  and wealthy wife  Aruna (Sarika). The couple go to work on these families to turn them around and improve and better their relations with each other.,A rich and wealthy couple  Shankarlal and Parvati (Sanjeev Kumar & Raakhee) are appalled at the problems of the world  especially in households  so they decide to try and make things right ...                    ,,Sanjeev Kumar|Rakhee Gulzar|Rakesh Roshan|Deepti Naval|Amol Palekar|Sarika|Dheeraj Kumar|Lalita Pawar|A.K. Hangal|Paintal|Kumari Naaz|Ramanamurthy|Leela Mishra|Vijoo|,,5 March 1982 (India)
tt0249986,Dev Kumar Verma comes from a middle-class family and must find employment to support his dad and mom. Dev  however  has set his mind upon becoming a music sensation like Elvis Presley. He loses his job because of this  and refuses to work until and unless he gets a job to his liking  much to the dismay of his parents and his brother  Shiv Kumar. Dev does get employment at Charlie's Disco  where he meets with Maya and falls in love with her. When Charlie's Disco's competitor  Rana  finds out about Dev  he wants to hire Dev  but Dev decides to continue to work with Charlie's Disco  as a result Dev and Charlie get a beating by Rana's men  and Dev is unable to sing. After recuperating  Dev is devastated to find out that Maya and Shiv Kumar are in love with each other. What impact will this have on Dev and his brother on one hand  and what of his career in music?,Dev Kumar Verma comes from a middle-class family and must find employment to support his dad and mom. Dev  however  has set his mind upon becoming a music sensation like Elvis Presley. He ...                    ,,Kumar Gaurav|Rati Agnihotri|Raj Kiran|Saeed Jaffrey|A.K. Hangal|Dina Pathak|Padmini Kolhapure|,,
tt0084744,Dev Anand is one of the tapori gang  handled by Kulbhushan Kharbanda. He escapes to Western country  only to come back and see that the members of the gang living in same conditions. He  himself have become a spiritual person. Named Swami. In order to break the gang  dev poses himself as Ringo Dada. Hence the name Seami Dada,Dev Anand is one of the tapori gang  handled by Kulbhushan Kharbanda. He escapes to Western country  only to come back and see that the members of the gang living in same conditions. He  ...                    ,,Dev Anand|Mithun Chakraborty|Rati Agnihotri|Naseeruddin Shah|Padmini Kolhapure|Jackie Shroff|Kulbhushan Kharbanda|Shakti Kapoor|A.K. Hangal|Urmila Bhatt|Sudhir Dalvi|Sushma Seth|Bharat Kapoor|Christine O'Neil|,,3 December 1982 (India)
tt0362218,Shankar Handover his child Ratan to Bhola while he is sentenced to prison. He tells him to raise Ratan in such a way that one day his child should rule the country.,Shankar Handover his child Ratan to Bhola while he is sentenced to prison. He tells him to raise Ratan in such a way that one day his child should rule the country.,,Mithun Chakraborty|Ranjeeta Kaur|Amjad Khan|Pran|Suresh Oberoi|Tamanna|Vijay Arora|,,
tt0338472,Prof Saxsena (Sanjeev Kumar) and Dr Gupta (Parishit Sahni) are friends living at Los Angeles (USA). Prof is married while Dr is unmarried and going to Bombay (India) to select a girl to marry. In india Dr select Sunita (Shabana Azmi) and married her and left for USA. After clearance of visa sunita fly to Los Angeles. In flight another indian bride carring cocaine plant it in vanity box of sunita. Sunita is kidnapped at New York airport and mystery starts...,Prof Saxsena and Dr Gupta are friends living in Los Angeles USA. Dr Gupta decides to marry an indian girl  so they plan to visit Bombay  India  to select a suitor.,,Sanjeev Kumar|Shabana Azmi|Rajesh Khanna|Tina Ambani|Hema Malini|Gita Siddharth|Asha Sachdev|Parikshat Sahni|,,
tt0084840,After the passing of her husband  Mrs. Mahajan takes care of four institutions  and lives a comfortable lifestyle with her two sons - Dr. Mohan and his wife  Maya; and Advocate Subhash Mahajan  his wife  Savitri  and their daughter  Rani. Savitri is unhappy as she wants a career for herself. She finally gets a chance to prove her skills in social services when she gets a job offer as Superintendent of a Women's Reformatory Home in distant Sangamwadi. Although Rani and Subhash as well as the rest of the family oppose her going  she has made up her mind. She arrives there and soon gets actively involved in the day to day activities of the institute  which is home to many women with a criminal background; who have been abused and beaten by their husbands; those who have been sexually assaulted; and even some with mental problems. After several months of her active involvement  Savitri is faced with a crisis when the Managing Committee  led by Chairperson Sheela Samson blames her for the ...,After the passing of her husband  Mrs. Mahajan takes care of four institutions  and lives a comfortable lifestyle with her two sons - Dr. Mohan and his wife  Maya; and Advocate Subhash ...                    ,,Smita Patil|Girish Karnad|Shrikant Moghe|Ashalata Wabgaonkar|Kusum Kulkarni|Purnima Ganu|,,
tt0425531,Dolly has been brought up by her rich brother in the most lavish fashion. Tony is from a poor family and studies in the same college as Dolly. He is in love with Dolly but is shy to admit it. Dolly however loves a voice and when she knows that it is Tony's voice  she decides to marry him. But Tony refuses to marry unless his sister Shanti is married. So Dolly brother marries Shanti. Dolly's arrogance creates tension in the lives of everyone. She disrespects Tony's mother and admits her to a general ward of a hospital. When Tony learns this  he is infuriated and leaves his wife and his job. He takes to singing as profession and becomes a famous singer. What follows is a tale of realization on Dolly's and Tony's part.,A spoiled rich girl falls for a poor aspiring musician. But after they marry  their egos and respective stubbornness cause them to drift apart.,,Kumar Gaurav|Poonam Dhillon|Girish Karnad|Nirupa Roy|Monty Nath|Jyoti Bakshi|Neelu Arora|Nazma|Paintal|Rakesh Bedi|Mushtaq Merchant|Manmauji|Birbal|Kanti|,,28 May 1982 (India)
tt0245494,Childless Malti is married to a honest man  Kailash Nath  who one day brings home a newborn baby boy and asks her to take care of him. Malti names the boy Ashok  and brings him up as her very own. Thereafter she gives birth to two boys  Amar and Anand. When Kailash testifies against dreaded bandit & devil worshiper  Jabbar Singh  he is threatened with death. Jabbar is sentenced to be hanged  but before that could happen he is killed. Jabbar's son  Sheroo  avenges his father's death by killing Kailash. Sheroo is arrested by Kailash's friend  Inspector Om  and sentenced to 20 years. A dying Kailash informs Malti that Ashok is Devki's  his first wife's son  and makes her promise that she wil continue to love Ashok as her own  which she does  and Kailash passes away. When she returns home she finds out that Amar is missing  possibly drowned. She blames this on Ashok and starts hating him. Sheroo escapes from prison  abducts Inspector Om and holds him prisoner  whipping him regularly. ...,Childless Malti is married to a honest man  Kailash Nath  who one day brings home a newborn baby boy and asks her to take care of him. Malti names the boy Ashok  and brings him up as her ...                    ,,Dharmendra|Shatrughan Sinha|Zeenat Aman|Neetu Singh|Rakesh Roshan|Sarika|Mehmood|Nirupa Roy|Om Shivpuri|Urmila Bhatt|Satyendra Kapoor|Jeevan|Seema Deo|Helen|,,23 April 1982 (India)
tt0084866,When a Police inspector is killed by a band of thugs  his grieving father Samsher Singh seeks justice. Pratap Singh has left behind a pregnant widow  who dies in chidbirth  leaving Samsher to bring up the child Kunal. The transformation of Samsher Singh (a locomotive engine driver) into Sobhraj  multi millionaire and owner of a vast network of business. Kunal is brought up by Abu Baba  a servant of Sobhraj to be honest  upright  and very independent minded. Durga  the daughter of a former employee of Sobhraj  who is serving time and Kunal fall in love. This not acceptable to his grandfather  though Abu Baba approves of the relationship. Disaster strikes when an attempt is made to separate the lovers. The life of Samsher Singh alias Sobhraj begins to unravel from here. How Kunal's ethical upbringing by his foster-father  and his financial and business circumstances of his grandfather meet in a titanic conscience clash and how he resolves matters is at the nexus of the plot. Business ...,When a Police inspector is killed by a band of thugs  his grieving father Samsher Singh seeks justice. Pratap Singh has left behind a pregnant widow  who dies in chidbirth  leaving Samsher ...                    ,,Tom Alter|Harbans Darshan M. Arora|Birbal|Krishan Dhawan|Sanjay Dutt|Jagdeep|Shammi Kapoor|Viju Khote|Padmini Kolhapure|Dilip Kumar|Sanjeev Kumar|Shreeram Lagoo|Madhu Malhotra|Manmauji|,1 win,3 December 1982 (India)
tt0153545,Vijeta (The Victor) is the coming of age story of Angad (Kunal Kapoor). Confused like any other teenager trying to find himself and caught in between the marital problems of his mother Neelima (Rekha) and father Nihal (Shashi Kapoor). It is time for him to decide what he wants to do with his life. To select a profession and be someone  Angad chooses to become a fighter pilot with the Indian Air Force. What follows is his struggle to become a victor both with his self and the outer world.,Vijeta (The Victor) is the coming of age story of Angad (Kunal Kapoor). Confused like any other teenager trying to find himself and caught in between the marital problems of his mother ...                    ,,Shashi Kapoor|Rekha|Supriya Pathak|Kunal Kapoor|Amrish Puri|Om Puri|Dina Pathak|K.K. Raina|Madan Jain|Raja Bundela|Shafi Inamdar|Keith Stevenson|Arvind Deshpande|Sulabha Deshpande|,3 wins,
tt0945604,Young Seema lives a middle-classed lifestyle along with her grandmother and maternal uncle  Kamdev. She is friendly with Rajesh  and another young boy  Sanjay  also wants to be her friend  but she rejects him. Then the region is devastated by floods and she is separated from Rajesh. Years later  Seema has grown up and much to her delight gets re-united with Rajesh. Her grandmother happily arranges their marriage. On the day of the marriage  a beautiful young woman  Prema  along with a young child in her arms  stops the marriage  claiming that Rajesh is already married to her and is the father of her child. Watch what impact this has on Seema and on her grandmother.,Young Seema lives a middle-classed lifestyle along with her grandmother and maternal uncle  Kamdev. She is friendly with Rajesh  and another young boy  Sanjay  also wants to be her friend  ...                    ,,Mithun Chakraborty|Ranjeeta Kaur|Vinod Mehra|,,26 February 1982 (India)
tt0178178,,Add a Plot »,,Asha Parekh|Vikram Makandar|Zarina Wahab|Ajit|Jagdeep|Nadira|Shreeram Lagoo|Gouri Khurana|,,1 January 1981 (India)
tt0250121,Sunil Verma is the head of an advertising agency  and lives with a middle-class life with his wife  Shobna. Although Sunil gets to meet many beautiful women during the course of his employment  he has never really had an affair with anyone  and kept his relationship on a professional level. That is until he meets ravishing Kiran. Sunil has an affair with Kiran  and eventually divorces Shobna. It is said that the lives of models and actresses are quite shallow and superficial  but Sunil feels that with Kiran it is different. But when one is exposed to attractive people  both male and female  will Kiran feel the same about him after a few months' relationship?,Sunil Verma is the head of an advertising agency  and lives with a middle-class life with his wife  Shobna. Although Sunil gets to meet many beautiful women during the course of his ...                    ,,Marc Zuber|Shabana Azmi|Parveen Babi|Mala Jaggi|Bharti Achrekar|Neena Gupta|Col. Kapoor|Sudhir Pandey|,,
tt0260580,Shady and corrupt lawyer  Rashik Bihari Saxena  frames an innocent child  Mahesh Chander  the son of a convicted thief  for murder. Mahesh is sent to juvenile jail for several years. His father  Shankar  swears vengeance against Advocate Saxena  and abducts one his children  a boy  and names him Ratan. He and his wife  Shanta  nurture him and let him grow with them. Shankar teaches him all the tricks that would make him a master cat burglar. Years later  Ratan has grown up to be a master cat burglar while his lookalike brother  Ajay Saxena  is studying in London. Ajay returns home with a Caucasian wife  Kathryn  who is not welcomed by Advocate Saxena  as a result Ajay too leaves the house. Then a woman named Ruby Gupta is killed  and the evidence links this crime to Saxena. The police arrest him  and a trial is conducted. In the meantime  Shankar asks Ratan to take Ajay's place in the Saxena household  which Ratan does so. As a result  Ajay is framed for a robbery  is arrested and ...,Shady and corrupt lawyer  Rashik Bihari Saxena  frames an innocent child  Mahesh Chander  the son of a convicted thief  for murder. Mahesh is sent to juvenile jail for several years. His ...                    ,,Kamal Haasan|Poonam Dhillon|Ranjeet|Om Shivpuri|Satyendra Kapoor|Vijay Arora|Raj Mehra|,,29 October 1982 (India)
tt0361376,,Add a Plot »,,Kaajal Kiran|Helen|Sujit Kumar|Jayshree T.|Birbal|Manmauji|T.P. Jain|,,
