crew_id,name,born_year,death_year,profession,known_for
nm0432497,Tony Juneja,\N,\N,director|producer|assistant_director,tt0178209|tt0110140|tt3876936|tt0079584
nm0433893,K.S. Ravikumar,\N,\N,director|actor|writer,tt0213969|tt0479651|tt0442781|tt2621382
nm0434275,Jagdish Kadar,\N,\N,director|writer,tt0275466
nm0435753,Kalidas,\N,\N,director|producer|actor,tt0139065|tt0430561|tt0051340|tt0056052
nm0436202,Kalpataru,1937,\N,director|writer,tt0231453|tt0232132|tt0232573|tt0231901
nm0436382,Kamal,1957,\N,director|writer|assistant_director,tt0314366|tt2717168|tt0355410|tt0292300
nm0437031,S.R. Puttana Kanagal,1933,1985,director|writer,tt0231455|tt0232152|tt0232515|tt0232977
nm0437792,Thampi Kannanthanam,\N,2018,director|producer|writer,tt0282889|tt0352460|tt0271342|tt0288153
nm0438029,Raj Kanwar,1961,2012,director|writer|producer,tt0444840|tt0272062|tt0116690|tt0286724
nm0438030,Sohanlal Kanwar,\N,\N,producer|director|assistant_director,tt0073657|tt0246848|tt0149814|tt0374112
nm0438089,Aatish Kapadia,\N,\N,writer|producer|soundtrack,tt1738293|tt0306434|tt1727829|tt0390614
nm0438461,Abhishek Kapoor,\N,\N,director|writer|actor,tt2213054|tt4399594|tt7027278|tt1230165
nm0438467,Bharat Kapoor,\N,\N,actor|director,tt0096139|tt0364228|tt0186850|tt0366761
nm0438479,Kedar Kapoor,1927,1987,director|producer,tt0231344|tt0232288|tt0232583|tt1350913
nm0438488,Pankaj Kapur,1954,\N,actor|director|writer,tt0379370|tt0290820|tt0083987|tt0292829
nm0438494,Rajat Kapoor,1961,\N,actor|director|writer,tt1014672|tt0377131|tt1286766|tt3614516
nm0438497,Rajiv Kapoor,1962,\N,actor|producer|assistant_director,tt0117374|tt0149568|tt0084532|tt0121352
nm0438499,Ranjit Kapoor,\N,\N,writer|director|actor,tt0110222|tt0249588|tt0319736|tt0293342
nm0438501,Rishi Kapoor,1952,\N,actor|soundtrack|music_department,tt1275863|tt1849718|tt2176013|tt4900716
nm0439074,Abdul Rashid Kardar,1904,1989,director|producer|writer,tt0231218|tt0232253|tt0048816|tt0130643
nm0439731,Radhu Karmakar,\N,\N,cinematographer|director,tt0048613|tt0078204|tt0053965|tt0066070
nm0439784,Girish Karnad,1938,2019,actor|writer|director,tt0076089|tt0078030|tt0075747|tt2016894
nm0440267,Shaji N. Karun,1950,\N,cinematographer|director|writer,tt0111332|tt1430096|tt0202055|tt0095872
nm0440424,Girish Kasaravalli,1950,\N,director|writer|producer,tt1437827|tt1794825|tt0330241|tt0944961
nm0440604,Anurag Kashyap,1972,\N,producer|writer|director,tt1327035|tt1639426|tt3322420|tt1954470
nm0440605,D.D. Kashyap,1910,1988,director|writer|producer,tt0139303|tt0232624|tt0232066|tt0231215
nm0442390,Arun Kaul,1933,2007,director|miscellaneous|writer,tt0091256|tt0068531|tt0097045|tt0246567
nm0442391,Awtar Krishna Kaul,1939,1974,director|writer|assistant_director,tt0065484|tt0071083
nm0442395,Mahesh Kaul,1911,1972,director|producer|writer,tt0062897|tt0176074|tt0232759|tt0231817
nm0442472,Raj Kaushal,\N,\N,director|producer|actor,tt0800981|tt0275608|tt0387047|tt0414503
nm0442479,Satish Kaushik,1956,\N,actor|director|producer,tt0940585|tt0085743|tt0374271|tt0098168
nm0450200,Keshu Ramsay,\N,2010,producer|director|cinematographer,tt0290429|tt0261001|tt0104927|tt0347332
nm0451099,S. Khalil,\N,\N,writer|director,tt0371558|tt0177502|tt0435079|tt0057882
nm0451148,Aamir Khan,1965,\N,actor|producer|soundtrack,tt2338151|tt5074352|tt0986264|tt0169102
nm0451155,Ahmed Khan,\N,\N,miscellaneous|director|actor,tt6843812|tt2016894|tt2372222|tt1166100
nm0451166,Amjad Khan,1940,1992,actor|director|composer,tt0073707|tt0231416|tt0083349|tt0243395
nm0451170,Arbaaz Khan,1967,\N,actor|producer|director,tt2112131|tt0811066|tt1620719|tt0116024
nm0451173,Arshad Khan,\N,\N,director|writer,tt0115558|tt1629424|tt0177483|tt0349635
nm0451211,Feroz Khan,1939,2009,actor|producer|director,tt0413984|tt0175450|tt0210920|tt0366630
nm0451222,Hamid Ali Khan,\N,\N,director|producer,tt3813100|tt1623692|tt0225013|tt0273804
nm0451257,Mansoor Khan,\N,\N,director|writer|assistant_director,tt0112313|tt0104561|tt0151150|tt0095936
nm0451261,Mazhar Khan,1953,1998,actor|producer|director,tt0116391|tt0155408|tt0081491|tt4406418
nm0451291,Raju Khan,\N,\N,miscellaneous|camera_department|director,tt0169102|tt0449994|tt4535650|tt0238936
nm0451313,Sanjay Khan,1941,\N,director|actor|producer,tt0271421|tt0175566|tt0259170|tt0091320
nm0451326,Sohail Khan,1969,\N,actor|producer|writer,tt1188982|tt0233856|tt0173080|tt0807758
nm0451390,Prabhat Khanna,\N,\N,director|assistant_director,tt0096355|tt0304147
nm0451393,Sanjay Khanna,\N,\N,director|assistant_director,tt0847180|tt0297983|tt0117623|tt0112916
nm0451394,Sikandar Khanna,\N,\N,director|assistant_director|actor,tt0081783|tt0368079|tt0360231|tt0073837
nm0451600,Anupam Kher,1955,\N,actor|producer|music_department,tt1045658|tt5462602|tt4169250|tt0405508
nm0451835,Rajan Khosa,\N,\N,director|writer|actor,tt2156785|tt0118924|tt0196213|tt0392883
nm0451844,Dwarka Khosla,1904,\N,director|writer|cinematographer,tt0232529|tt0063178|tt0231630|tt0213447
nm0451846,Raj Khosla,1925,1991,director|writer|producer,tt0073569|tt0231150|tt0055949|tt0151466
nm0452022,Kireet Khurana,\N,\N,producer|writer|director,tt5963908|tt6741048|tt2171840|tt0240126
nm0457255,Jugal Kishore,\N,1979,director|actor|producer,tt0231155|tt0231567|tt0231434|tt0231898
nm0462071,Toshiaki Kobayashi,\N,\N,animation_department|director,tt0156213|tt0151178|tt0182637|tt0182616
nm0463315,Kuku Kohli,\N,\N,director|assistant_director|actor,tt0200435|tt0286672|tt0254683|tt0282275
nm0463316,Kunal Kohli,\N,\N,director|writer|producer,tt0439662|tt2354407|tt1191138|tt0378072
nm0463319,Rajkumar Kohli,1930,\N,producer|director|actor,tt0074949|tt0326983|tt0079589|tt0083608
nm0464880,Dada Kondke,1932,1998,director|actor|writer,tt0232264|tt0231771|tt0232783|tt0231140
nm0467680,Mahesh Kothare,\N,\N,actor|director|producer,tt5460758|tt0985641|tt1219390|tt0273707
nm0471426,Pradip Krishen,1949,\N,director|writer|editor,tt0268382|tt0104176|tt0234211|tt0233926
nm0471443,Manmohan Krishna,1922,1990,actor|director|writer,tt0052736|tt0150251|tt0239452|tt0374033
nm0471452,Suresh Krishna,\N,\N,director|writer|assistant_director,tt0814295|tt0355914|tt0320421|tt0139876
nm0471471,R. Krishnamurthy,\N,\N,director|editorial_department,tt0429060|tt0364236|tt0364698|tt0187576
nm0471487,R. Krishnan,1909,1997,director,tt0234700|tt0233650|tt0234195|tt0234959
nm0471499,Priya Krishnaswamy,\N,\N,editor|director|writer,tt2766336|tt2766478|tt9277762|tt2624852
nm0474398,Nagesh Kukunoor,\N,\N,director|writer|actor,tt2976176|tt4088588|tt0338490|tt0453729
nm0474405,Raghuvir Kul,\N,\N,director,tt0093555
nm0474610,Chandrakant Kulkarni,\N,\N,director|actor|writer,tt1206310|tt3345830|tt0272001|tt0984056
nm0474775,Amar Kumar,\N,\N,director|actor|writer,tt1058549|tt0059445|tt0064856|tt0175908
nm0474791,B.H. Tharun Kumar,\N,\N,miscellaneous|director|art_department,tt0115009|tt0109116|tt0291376|tt0109555
nm0474797,Dharam Kumar,1919,1993,director,tt0176110|tt0213737|tt0214059|tt2761622
nm0474806,Gulshan Kumar,1951,1997,producer|actor|miscellaneous,tt0101733|tt0439464|tt1156148|tt6836936
nm0474807,Harbance Kumar,1937,\N,director|writer|producer,tt0066299|tt0237304|tt0796351|tt0408614
nm0474822,Kishore Kumar,1929,1987,music_department|soundtrack|actor,tt0084385|tt0065416|tt0077451|tt0073707
nm0474823,Kranthi Kumar,\N,2003,producer|director|writer,tt0253667|tt1630249|tt1675735|tt0092033
nm0474827,Kundan Kumar,\N,1979,director|producer,tt0177497|tt0233774|tt0176003|tt0233227
nm0474837,Mehul Kumar,1949,\N,director|writer|producer,tt0313395|tt1408029|tt0119721|tt0110280
nm0474839,Mohan Kumar,1934,2017,writer|producer|director,tt0233202|tt0053566|tt0178192|tt0233182
nm0474840,Naresh Kumar,\N,\N,director|producer|writer,tt0374033|tt0413984|tt0175420|tt0262446
nm0474844,Padam Kumar,\N,\N,producer|director|writer,tt0476791|tt1773628|tt0270880|tt0362204
nm0474848,Pawan Kumar,\N,\N,producer|director|writer,tt8171788|tt0798761|tt0215338|tt0424491
nm0474850,Pradeep Kumar,1925,2001,actor|producer|director,tt0057555|tt0242636|tt0060319|tt0129370
nm0474856,Rajeev Kumar,\N,\N,director|writer|producer,tt3330482|tt0255543|tt0292176|tt0357154
nm0474859,Rakesh Kumar,\N,\N,director|writer|actor,tt0076259|tt0083349|tt0079584|tt0080638
nm0474860,Ram Kumar,\N,\N,actor|make_up_department|producer,tt0390139|tt0284411|tt0157127|tt0139045
nm0474861,Raman Kumar,\N,\N,writer|director|actor,tt0476861|tt0395702|tt0366935|tt0341554
nm0474868,Roopesh Kumar,\N,\N,actor|director|producer,tt0358043|tt0239495|tt0237098|tt0066766
nm0474879,Satish Kumar,\N,\N,assistant_director|actor|director,tt0358043|tt0372349|tt0257475|tt0072100
nm0474885,Shanti Kumar,\N,\N,director|composer|music_department,tt0414264|tt0178190|tt0377500|tt9477070
nm0474903,Swaroop Kumar,\N,\N,director|assistant_director|actor,tt0390405|tt0102160|tt1062967|tt0363876
nm0474909,Vimal Kumar,\N,\N,director|producer|miscellaneous,tt0121232|tt0286910|tt0402606|tt0338855
nm0474913,Vinod Kumar,\N,\N,writer|director|assistant_director,tt0428820|tt0154706|tt0232288|tt0290763
nm0482224,Ramesh Lakhanpal,\N,\N,director|producer,tt0358029|tt0077789
nm0482232,Apoorva Lakhia,\N,\N,director|writer|miscellaneous,tt0811066|tt0457875|tt0169102|tt6512784
nm0482425,K.B. Lall,1911,1975,director|writer|producer,tt0141534|tt0176101|tt0139416|tt0134701
nm0490178,Shaheed Latif,1913,1967,director|writer,tt0235094|tt0052220|tt0060145|tt0042207
nm0493923,Kalpana Lajmi,1954,2018,director|writer|producer,tt0233635|tt0273164|tt0454429|tt0108001
nm0509409,Robert Lieberman,\N,\N,director|producer|writer,tt1462059|tt2315896|tt0106912|tt3230854
nm0521921,Wilson Louis,\N,\N,visual_effects|writer|director,tt0254481|tt0937364|tt0190419|tt1808221
nm0527453,Milan Luthria,\N,\N,director|assistant_director|producer,tt1395054|tt1954206|tt10761694|tt4906960
nm0528337,Jennifer Lynch,1968,\N,director|writer|producer,tt0106471|tt1989475|tt0409345|tt0090756
nm0534877,Madhusudan,\N,\N,director|writer|producer,tt2301141|tt0386290|tt0364513|tt0053767
nm0534879,Ram Madhvani,\N,\N,director|assistant_director|producer,tt0248185|tt0339296|tt0986264|tt5286444
nm0536705,Ananth Narayan Mahadevan,1950,\N,actor|director|writer,tt0885398|tt1804604|tt1245732|tt0476729
nm0536818,Balu Mahendra,1939,2014,director|cinematographer|writer,tt0235858|tt0235522|tt0187318|tt0235891
nm0536899,Ram Maheshwari,\N,\N,director|writer|producer,tt0367927|tt0370392|tt0148523|tt0142681
nm0538297,Phani Majumdar,1911,1994,director|writer|assistant_director,tt0235963|tt0236554|tt0236281|tt0236210
nm0538305,Sushil Majumdar,1906,1988,director|actor|writer,tt0237037|tt0237394|tt0061474|tt0237367
nm0538306,Tarun Majumdar,1931,\N,director|writer|music_department,tt0237254|tt0236958|tt0237499|tt4771706
nm0539491,Harmesh Malhotra,1936,2005,director|producer|writer,tt0237021|tt0237437|tt0237564|tt0104404
nm0539495,Naresh Malhotra,\N,\N,assistant_director|editor|director,tt5074740|tt0111793|tt0330217|tt0286421
nm0539573,Girish Malik,\N,\N,actor|director|writer,tt0105394|tt2708550|tt0110280|tt7805960
nm0539781,Sameer Malkan,\N,\N,director|assistant_director|writer,tt0286752|tt0252974|tt0337613|tt0135393
nm0542478,Manivannan,1954,2013,actor|director|writer,tt0319588|tt10225748|tt1784557|tt0309925
nm0542498,Mahesh Manjrekar,1953,\N,actor|writer|director,tt0261545|tt1010048|tt0220832|tt0273884
nm0542624,Nitin Manmohan,\N,\N,producer|miscellaneous|director,tt0130197|tt0100092|tt0366985|tt0172188
nm0558393,Mahesh Mathai,\N,\N,director|producer|cinematographer,tt7010128|tt0281656|tt0479178|tt4774380
nm0559877,John Mathew Matthan,\N,\N,director|writer|assistant_director,tt0200087|tt4479178|tt0083987|tt0475627
nm0561360,Raju Mavani,1957,2019,actor|producer|director,tt0483786|tt0121395|tt0286723|tt0343048
nm0576454,Mehmood,1932,2004,actor|music_department|director,tt0071730|tt0109117|tt0068305|tt0327648
nm0576479,Kamal Mehra,\N,\N,actor|producer|director,tt0373157|tt0230717|tt0213773|tt0395675
nm0576488,Prakash Mehra,1939,2009,director|music_department|producer,tt0239452|tt0239654|tt0105897|tt0082644
nm0576491,Rajiv Mehra,\N,\N,producer|director|writer,tt0126234|tt1592812|tt0292829|tt1979209
nm0576494,Umesh Mehra,1953,\N,director|writer|producer,tt0196635|tt0309087|tt0246729|tt0152509
nm0576495,Vinod Mehra,1945,1990,actor|music_department|director,tt0314487|tt0154695|tt0187109|tt0231416
nm0576540,Anil Mehta,\N,\N,cinematographer|director|actor,tt0150992|tt0169102|tt0347304|tt0420332
nm0576543,Ashok Mehta,1947,2012,cinematographer|camera_department|director,tt0081968|tt0346723|tt0119239|tt0301240
nm0576548,Deepa Mehta,1950,\N,director|producer|writer,tt1146285|tt0240200|tt0303785|tt0116308
nm0576554,Hansal Mehta,\N,\N,director|producer|writer,tt5121000|tt6978268|tt2181831|tt3709344
nm0576559,Ketan Mehta,1952,\N,director|writer|producer,tt0137100|tt0346457|tt0089599|tt0080435
nm0576587,Vijaya Mehta,1934,\N,director|actress|writer,tt0080982|tt0248289|tt0240849|tt0095857
nm0578604,Jana Sue Memel,\N,\N,producer|writer|director,tt0175336|tt0093826|tt0113653|tt0108174
nm0578628,Ismail Memon,\N,\N,director|writer|producer,tt0139107|tt0388893|tt2162651|tt0079614
nm0580337,Ismail Merchant,1936,2005,producer|director|actor,tt0107943|tt0091867|tt0104454|tt0282771
nm0583292,Nicholas Meyer,1945,\N,writer|producer|director,tt0084726|tt0102975|tt0092007|tt0080025
nm0583894,Vijay Mhatre,\N,\N,director,tt0274888
nm0592583,Aziz Mirza,\N,\N,director|writer|actor,tt0120540|tt0222270|tt0173102|tt0346723
nm0592588,H.M. Mirza,\N,\N,writer|director|visual_effects,tt0403276|tt0350030|tt0473444|tt0823252
nm0592595,Saeed Akhtar Mirza,1943,\N,director|writer|producer,tt0087736|tt0077179|tt0241914|tt0080343
nm0592803,Sudhir Mishra,\N,\N,director|writer|actor,tt0366276|tt0104098|tt1221147|tt0411469
nm0592891,Kewal Misra,\N,\N,director|actor|producer,tt0374066|tt0367662|tt0176134|tt0381144
nm0592893,Sisir Misra,1942,\N,writer|director|actor,tt1459956|tt0242311|tt0242314|tt0242838
nm0592985,Babubhai Mistry,1918,2010,special_effects|director|art_director,tt0242840|tt0242504|tt0242576|tt0242832
nm0592991,Fali Mistry,1919,1979,cinematographer|director|producer,tt0059246|tt0154685|tt0298327|tt0386542
nm0592996,Raksha Mistry,\N,\N,assistant_director|director|producer,tt0232079|tt0833484|tt0254481|tt1603862
nm0593945,Bibhuti Mitra,1915,1989,director|producer,tt0242301|tt0052065|tt0242639|tt0242836
nm0593963,Sombhu Mitra,1915,1997,actor|director|writer,tt0243557|tt0215457|tt0047215|tt0049378
nm0593967,Shibu Mitra,1947,\N,director|editor|writer,tt0368465|tt0243358|tt0243587|tt0364615
nm0595271,Sohrab Modi,1897,1984,actor|director|producer,tt0274577|tt0031829|tt0243340|tt0137958
nm0595917,Ram Mohan,\N,\N,director|art_department|miscellaneous,tt0259356|tt0259366|tt0259534|tt0259603
nm0595924,Surendra Mohan,\N,\N,director|producer|actress,tt0368079|tt0317637|tt0097513|tt0089785
nm0596008,Madan Mohla,\N,\N,producer|director,tt0102073|tt0359135|tt0358063|tt0279021
nm0596237,Amit Mitra,\N,\N,director|writer,tt0315747|tt0243557|tt0049378
nm0600793,Govind Moonis,\N,2010,writer|director|assistant_director,tt0146645|tt0156923|tt0256951|tt0448374
nm0609359,Motilal,1910,1965,actor|director|writer,tt0252318|tt0047990|tt0158908|tt0231764
nm0611521,Desh Mukherjee,\N,\N,art_director|art_department|production_designer,tt0076177|tt0060689|tt0054910|tt0446889
nm0611527,Gyan Mukherjee,1909,1956,director|writer|producer,tt0244182|tt0033772|tt9477376|tt0139608
nm0611531,Hrishikesh Mukherjee,1922,2006,director|editor|writer,tt0066763|tt0137362|tt0137361|tt0147855
nm0611535,Joy Mukherjee,1939,2012,actor|director|producer,tt0063111|tt0214639|tt0257475|tt0055949
nm0611542,Prabhat Mukherjee,1917,1997,director|writer,tt0232484|tt1920854|tt1402504|tt1402536
nm0611548,Rajat Mukherjee,\N,\N,director|writer,tt3568970|tt0315632|tt0281102|tt0405121
nm0611550,Ram Mukherjee,\N,2017,director|writer|actor,tt0053928|tt0058287|tt0364069|tt4192340
nm0611562,Shankar Mukherjee,\N,\N,director|producer,tt0072972|tt0275217|tt0055767|tt0274743
nm0611582,Subodh Mukherji,1921,2005,producer|director|writer,tt0050829|tt0244977|tt0055035|tt0178218
nm0612280,Amar Mullick,1899,1972,actor|director|writer,tt0245142|tt0244991|tt0245089|tt0244948
nm0612730,Jag Mundhra,1948,2011,director|writer|editor,tt0110118|tt0119357|tt0095400|tt0280465
nm0613517,K. Muralimohana Rao,\N,\N,director,tt0273452|tt0432114|tt0363567|tt0102706
nm0616107,A. Muthu,\N,\N,editor|director|editorial_department,tt0115009|tt0156985|tt0445056|tt0250774
nm0618898,Sajid Nadiadwala,\N,\N,producer|writer|director,tt2372222|tt2980794|tt6843812|tt7721946
nm0619048,Biren Nag,\N,\N,art_director|director|writer,tt0049041|tt0055783|tt0058270|tt0051806
nm0619050,Hiren Nag,\N,\N,director|writer|assistant_director,tt1253578|tt1538220|tt0165625|tt1538229
nm0619053,Shankar Nag,1954,1990,actor|director|writer,tt2355603|tt0245222|tt0245333|tt0245156
nm0619054,Sudarshan Nag,\N,\N,cinematographer|director,tt0358950|tt0359473|tt0095010|tt0359962
nm0619102,Ravikant Nagaich,1931,1991,director|cinematographer|special_effects,tt0246261|tt0246086|tt0068938|tt0246286
nm0619656,D. Rama Naidu,1936,2015,producer|actor|director,tt0072026|tt0091267|tt0154201|tt0363567
nm0619667,Sriramulu Naidu S.M.,\N,\N,director|producer|writer,tt0333712|tt0334624|tt1440214|tt0131852
nm0619762,Mira Nair,1957,\N,director|producer|actress,tt0096028|tt2032557|tt0265343|tt0102456
nm0619777,Shashilal K. Nair,\N,\N,director|assistant_director|producer,tt0227194|tt3032264|tt0099953|tt0103689
nm0620787,J.K. Nanda,1904,1983,director|writer|actor,tt0137958|tt0246453|tt0246845|tt0134615
nm0620788,Prashant Nanda,1947,\N,writer|actor|director,tt1423972|tt0312945|tt1407242|tt1409107
nm0621187,Najam Naqvi,1913,1982,director|actor|assistant_director,tt0247681|tt0032951|tt1502901|tt1620552
nm0621189,Yusuf Naqvi,\N,\N,director|writer|assistant_director,tt0775088|tt0274086|tt0053767|tt0177504
nm0621210,S.D. Narang,1918,1986,director|producer|actor,tt0247296|tt0247291|tt0246923|tt0247680
nm0621261,Chitrapu Narayana Rao,1913,1985,director|producer,tt0247203|tt0247465|tt0247682|tt0247202
nm0623178,Raja Nawathe,1924,2005,director|assistant_director|editor,tt0045467|tt0247502|tt0247394|tt0176012
nm0623320,R.K. Nayyar,\N,\N,director|assistant_director|producer,tt0302955|tt0397743|tt0318405|tt0300033
nm0623321,Sadhana,1941,2015,actress|director|soundtrack,tt0058921|tt0232960|tt0071541|tt0059893
nm0626047,Raja Nene,1912,1975,director|actor|assistant_director,tt0247974|tt0248343|tt0037209|tt0247977
nm0631539,Govind Nihalani,1940,\N,cinematographer|director|writer,tt0080322|tt0247896|tt0085178|tt0364303
nm0633106,Eeshwar Nivas,\N,\N,director|writer|producer,tt0220757|tt8884100|tt0845492|tt0314006
nm0634782,Tabrez Noorani,\N,\N,producer|director|miscellaneous,tt1790885|tt3823392|tt1010048|tt0454876
nm0644513,Takeshi Ogasawara,\N,2011,director,tt0156213|tt0182637|tt0111919|tt0151178
nm0645350,S.K. Ojha,1921,1980,director|writer|producer,tt0176272|tt0177482|tt0133014|tt0248218
nm0645802,Atsuo Okunaka,1930,2012,director,tt0156675|tt0185062|tt0182628|tt0182555
nm0654908,P. Sambasiva Rao,\N,\N,director|writer,tt1437619|tt0246012|tt0371974|tt0490082
nm0657168,Kuljit Pal,\N,\N,producer|director|writer,tt0367661|tt0083578|tt0254843|tt0368125
nm0657505,Amol Palekar,1944,\N,actor|director|writer,tt0249386|tt0196324|tt0293304|tt0079221
nm0657706,Nitai Palit,1923,1990,director|writer|producer,tt0249385|tt0249469|tt0249384|tt0249778
nm0659023,Pan Nalin,\N,\N,writer|director|producer,tt0392883|tt0221809|tt0196069|tt3368222
nm0659225,Vinod Pande,\N,\N,director|actor|producer,tt0249492|tt0448121|tt10652948|tt1047519
nm0659549,S. Panju,1915,1984,director,tt0234195|tt0233650|tt0234959|tt0234700
nm0659849,B. Ramakrishnaiah Panthulu,1910,1974,director|actor|producer,tt0250461|tt0250339|tt0250240|tt0250317
nm0660936,Sai Paranjape,1938,\N,director|writer|music_department,tt1772781|tt0082162|tt0099437|tt0079938
nm0660967,Pankaj Parashar,\N,\N,director|writer|special_effects,tt0093293|tt0310254|tt0178211|tt0122427
nm0665354,B.J. Patel,\N,\N,director,tt3083824|tt0410064|tt2761564|tt0778828
nm0665374,Jabbar Patel,1942,\N,director|writer|producer,tt0192566|tt0084840|tt0251067|tt0191456
nm0665548,Neeraj Pathak,\N,\N,writer|director|music_department,tt1372694|tt2150177|tt0119861|tt1191130
nm0666674,Anand Patwardhan,1950,\N,director|editor|producer,tt0088837|tt2157192|tt0105208|tt0110839
nm0670262,Ravindra Peepat,\N,\N,director|producer|writer,tt0352489|tt0317569|tt0089465|tt0390400
nm0677501,Yeshwant Pethkar,1913,\N,director|writer,tt0253676|tt0140813|tt0253906|tt0252184
nm0684314,Ravi Raja Pinisetty,\N,\N,director|writer|producer,tt0292437|tt1431723|tt8747280|tt1798189
nm0693092,Prathap Pothen,1952,\N,actor|director|writer,tt0254247|tt0254394|tt0156126|tt0254562
nm0694985,Binod Pradhan,\N,\N,cinematographer|camera_department|miscellaneous,tt2356180|tt0238936|tt0405508|tt0374887
nm0695153,T. Prakash Rao,1924,1992,director|assistant_director|writer,tt0254698|tt0061046|tt0254081|tt0254842
nm0695162,J. Om Prakash,1927,2019,director|producer|miscellaneous,tt0778604|tt0247915|tt0130731|tt0178204
nm0695170,Om Prakash,1919,1998,actor|director|producer,tt0084385|tt0176075|tt0057332|tt0214653
nm0695171,Prem Prakash,\N,\N,actor|producer|assistant_director,tt0276861|tt4760108|tt0069871|tt1401121
nm0695175,Suraj Prakash,1931,\N,director|editor|producer,tt0377737|tt0956298|tt0305689|tt0178181
nm0695262,K. Prasad,\N,\N,director|writer|cinematographer,tt0366663|tt0270092|tt0390666|tt3395024
nm0695264,L.V. Prasad,1908,1994,director|producer|actor,tt0148353|tt0050956|tt0255267|tt0246462
nm0695328,S.R. Pratap,\N,\N,director|writer,tt0363799|tt7518742|tt0270820|tt2707976
nm0695581,Kolli Pratyagatma,1925,2001,director|writer|producer,tt0213973|tt0213515|tt0214037|tt0213475
nm0698184,Priyadarshan,\N,\N,director|writer|actor,tt0437238|tt0995031|tt0242519|tt1286811
nm0698661,Vasili Pronin,1905,1966,director|cinematographer,tt0050820|tt7638068|tt0174810|tt4601014
nm0700572,Ratilal Hemchand Punatar,1913,\N,director,tt0256042|tt0256230|tt0256172|tt0256064
nm0700872,Puri Jagannadh,1966,\N,writer|director|producer,tt0816258|tt1869296|tt2071613|tt0940641
nm0700880,Sanjeev Puri,\N,\N,writer|actor|director,tt0363409|tt0083987|tt0391536|tt0363413
nm0704694,Vijay Raaz,\N,\N,actor|director,tt0411815|tt1934231|tt0265343|tt0377131
nm0705555,Radhakant,\N,\N,director|producer,tt0256100|tt0256483|tt0256429|tt0256355
nm0706480,Vedantam Raghavaiah,1919,1971,director|miscellaneous|actor,tt0257203|tt0257209|tt0395928|tt0256719
nm0706484,K. Raghavendra Rao,\N,\N,director|producer|writer,tt2631186|tt0258045|tt0459554|tt4849438
nm0706491,A.T. Raghu,\N,\N,director|writer,tt0268456|tt0388691|tt7932864|tt0278528
nm0706800,Rajiv Rai,1955,\N,director|writer|editor,tt0285958|tt0119239|tt0110546|tt0100816
nm0707274,Prayag Raj,\N,\N,writer|actor|director,tt0082797|tt0187043|tt0085361|tt0318584
nm0707300,Bharathiraja,1941,\N,director|writer|actor,tt0113530|tt0089646|tt0155481|tt0140448
nm0707382,Aruna Raje,1946,\N,writer|director|editor,tt0259541|tt0259571|tt0286505|tt0402607
nm0707393,C.V. Rajendran,\N,2018,director|writer|actor,tt0281091|tt1364216|tt0290622|tt0279491
nm0707494,K.V. Raju,\N,\N,director|writer,tt1319171|tt0403705|tt4559190|tt0102119
nm0707533,G. Rakesh,\N,\N,director,tt0404197|tt0042225
nm0707543,Rakhan,\N,\N,director|writer,tt0424825|tt0425385|tt0048410
nm0707705,O.P. Ralhan,1928,1999,actor|writer|director,tt0139525|tt0065064|tt0076515|tt0215859
nm0707856,Atma Ram,1930,1994,director|producer|assistant_director,tt0069522|tt0155076|tt0155079|tt0154865
nm0707988,M.V. Raman,1913,\N,director|editor|producer,tt0259494|tt0259492|tt0048479|tt0065927
nm0708001,S. Ramanathan,1929,2013,director|producer|miscellaneous,tt6567340|tt0068305|tt0361508|tt0253691
nm0708014,Ramanna,\N,\N,director|writer,tt0317859|tt2215343|tt0290772|tt0352511
nm0708451,K. Ramnoth,1912,1956,director|cinematographer|writer,tt0259881|tt0260399|tt0260163|tt0260168
nm0708899,Kiran Ramsay,\N,\N,sound_department|producer|director,tt0347332|tt0107440|tt0273045|tt0261001
nm0708913,Shyam Ramsay,1952,2019,director|editor|writer,tt0259877|tt3592020|tt0260494|tt0260098
nm0708917,Tulsi Ramsay,1944,2018,director|producer|production_designer,tt0260494|tt0259877|tt0260098|tt0260411
nm0710043,Bharat Rangachary,1953,1995,director|assistant_director|miscellaneous,tt0390667|tt0117878|tt0135666|tt0290331
nm0710138,Manohar Nath Rangroo,\N,\N,director|assistant_director,tt0154706|tt0277761
nm0710211,Ranjeet,1946,\N,actor|director|producer,tt0378156|tt0258647|tt0233202|tt0084385
nm0710563,Kamalakara Kameshwara Rao,1911,1999,director|assistant_director|writer,tt1865426|tt0263992|tt0263687|tt0263623
nm0710615,V. Madhusudan Rao,1917,2012,director|writer|assistant_director,tt0263915|tt0371968|tt0263022|tt0186872
nm0710622,Y.V. Rao,1903,1973,director|actor|writer,tt0265704|tt0266002|tt0259607|tt0264830
nm0711745,Mani Ratnam,1955,\N,writer|director|producer,tt0312859|tt0105271|tt0499375|tt0112553
nm0711754,Kantilal Rathod,1925,1988,director|writer|producer,tt0266885|tt0266832|tt0266681|tt0267135
nm0712540,Harnam Singh Rawail,1921,2004,director|writer|producer,tt0266757|tt0139607|tt0266765|tt0266712
nm0712541,Rahul Rawail,1951,\N,director|producer|assistant_director,tt0266260|tt0266752|tt0080829|tt0266439
nm0712542,Rajat Rawail,\N,\N,actor|producer|assistant_director,tt0273535|tt1708532|tt0337749|tt0411815
