imdb_id,directors,writers
tt0158457,nm0159148,nm0424102
tt0158465,nm0201949,\N
tt0158477,nm0159148,nm0713592
tt0158534,nm0159162,nm0159162|nm0436804
tt0158574,nm0159162,nm1338448|nm4953458|nm0713592
tt0158579,nm0159148,nm0015296|nm0424102
tt0158585,nm0007181,nm0015296|nm1587103
tt0158587,nm0159148,nm0015296|nm0002005|nm0592578|nm0667948
tt0158690,nm0007181,nm0015296|nm0592578|nm0620786|nm0667948
tt0158698,nm0159148,nm0593949
tt0158768,nm0159162,nm1338448|nm0667948
tt0158827,nm0159148,nm1578646|nm1221396|nm0713592
tt0162480,nm0223522,nm0415514|nm0004466
tt0164538,nm0711745,nm0711745|nm0837675|nm0223606
tt0164538,nm0711745,nm0711745|nm0837675|nm0223606
tt0164550,nm0080315,nm0080327|nm0452021|nm0796503
tt0165610,nm0046985,nm4418389|nm3498698|nm1107586
tt0165613,nm0438479,\N
tt0165625,nm0619050,nm0310170|nm0435673|nm0619050
tt0165795,nm0619050,nm0310170|nm0415838
tt0165805,nm0788930,\N
tt0165816,nm0619050,\N
tt0165907,nm0620788,\N
tt0165941,nm0708001,nm0049380|nm1376084
tt0165966,nm0619050,\N
tt0165972,nm0304356,nm1389106|nm0304356|nm1355234
tt0166008,nm0747194,nm0007173
tt0168516,nm0081974,nm0030116|nm2115854|nm0081974|nm0436386|nm0438022|nm0474908|nm0759785
tt0169102,nm0332950,nm0332950|nm1021349|nm1021353|nm1022153
tt0169102,nm0332950,nm0332950|nm1021349|nm1021353|nm1022153
tt0170416,nm0265752|nm0576494,nm0747606|nm0795664|nm0880802
tt0170704,nm0740274,nm0740274|nm0802153
tt0172089,nm1206032,nm0244335|nm1206032
tt0172163,nm0080333,nm1269907
tt0172170,nm0712541,nm1644024|nm0430799|nm0707310
tt0172175,nm1015828,nm1014395
tt0172188,nm0223522,nm0063357|nm0240882
tt0172234,nm0080315,nm0080327|nm0452021|nm0796503
tt0172487,nm0080315,nm0788171
tt0172488,nm0436202,\N
tt0172509,nm0013026,nm0013026|nm1980978|nm0041928|nm1956050|nm2048147|nm0713592
tt0172509,nm0013026,nm0013026|nm1980978|nm0041928|nm1956050|nm2048147|nm0713592
tt0172519,nm1269122,nm0023551|nm1269122
tt0172534,nm0348495,nm0348495|nm1196064
tt0172574,nm0063357,nm0063357
tt0172617,nm1203774,nm0451168|nm1203774|nm2589174|nm1196064
tt0172622,nm0996945,\N
tt0172646,nm0474909,\N
tt0172684,nm0424103,nm0424103
tt0172704,nm0092555,nm0092555|nm0451168
tt0172761,nm0025627,nm0080327|nm0765454
tt0172980,nm0332950,nm0155027|nm0332950|nm0903423
tt0173080,nm0451326,nm0240882|nm0451326
tt0173081,nm0063357,nm0063357
tt0173102,nm0592583,nm0482553|nm0592583|nm1077938
tt0173156,nm2381428,nm1104579
tt0173188,nm0223049,nm0244335
tt0173283,nm0223522,nm0063357|nm0865857
tt0173301,nm0417562,nm0417562|nm2236210
tt0173415,nm0004630,nm0664084|nm0664085|nm0665982|nm0004470
tt0175420,nm0474840,nm0474840|nm0729815
tt0175422,nm0223522,nm0063357|nm0445474
tt0175423,nm0695162,nm0445474|nm0659760
tt0175448,nm0416225,nm0025613|nm1563127
tt0175450,nm0451211,nm0015296|nm1532889
tt0175497,nm0788391,\N
tt0175508,nm0403970,\N
tt0175530,nm0746937,nm1121795|nm0154123|nm1122375
tt0175546,nm0695264,nm0788888
tt0175547,nm0151274,\N
tt0175564,nm0324389,\N
tt0175590,nm0695581,nm1522328
tt0175608,nm0403970,nm4765739|nm0435245|nm0030116
tt0175651,nm0707705,nm0154123|nm0729815
tt0175735,nm0619102,nm1121795|nm1224716
tt0175756,nm0708014,nm0788888|nm0864603
tt0175788,nm0619102,\N
tt0175835,nm0712544,\N
tt0175837,nm0539491,\N
tt0175874,nm5556806,nm0595935|nm1524886
tt0175904,nm0576488,nm1538297
tt0175908,nm0474775,nm0066074|nm0474775|nm1967309
tt0176003,nm0474827,\N
tt0176012,nm0623178,nm0015296|nm0620786
tt0176072,nm0154153,\N
tt0176075,nm0820232,nm1714668|nm1367024|nm0471424|nm0820232
tt0176075,nm0820232,nm1714668|nm1367024|nm0471424|nm0820232
tt0176101,nm0015288,nm1174579|nm0482425|nm0729815
tt0176105,nm0220828,nm0015296|nm1570338|nm0434318|nm1376084|nm0707274
tt0176121,nm0759662,nm0310170|nm0620786
tt0176128,nm0788391,nm0524758|nm0788391
tt0176192,nm0788391,\N
tt0176216,nm0474840,\N
tt0176272,nm1388520,nm0025613|nm0645350
tt0176327,nm0787911,nm2161908
tt0177473,nm0220828,nm1570338|nm1376084|nm0707274
tt0177474,nm1221187,\N
tt0177477,nm0234389,\N
tt0177478,nm0423656,\N
tt0177479,nm0762638,nm0083208
tt0177480,nm0014385,\N
tt0177482,nm0645350,\N
tt0177483,nm0451173,nm0015292|nm0451173|nm0765454
tt0177485,nm0324389,nm1359852|nm0539599
tt0177486,nm0757398,nm0081980|nm1627216|nm1077938
tt0177487,nm0593967,nm0445474|nm1351748
tt0177489,nm0223522,nm0445474|nm1351748
tt0177489,nm0223522,nm0445474|nm1351748
tt0177490,nm0631539,nm0854919
tt0177491,nm1221101,\N
tt0177492,nm1039454,\N
tt0177496,nm0201927,\N
tt0177497,nm0474827,nm1338448|nm1213496|nm0795652
tt0177498,nm1455842,nm1027679|nm1355234|nm1040879|nm1455842
tt0177499,nm0244876,\N
tt0177502,nm1057948,nm0451099
tt0177503,nm0025617,nm0786034
tt0177504,nm0621189,\N
tt0177505,nm0576491,nm1226230|nm1174579|nm0796503
tt0178172,nm0576488,nm0007131
tt0178174,nm0757398,nm0015287|nm0451311
tt0178177,nm1339776|nm1454301,nm1351748
tt0178178,nm0619050,\N
tt0178179,nm1338317,\N
tt0178180,nm0695162,nm0080432|nm0659760
tt0178181,nm0695175,nm2840319|nm1207042
tt0178182,nm0849200,\N
tt0178183,nm0576488,nm0025613
tt0178184,nm0244876,nm0080432|nm0729815
tt0178185,nm0304356,nm0051855|nm0080432|nm0729815
tt0178186,nm0347899,nm0436804|nm0347899|nm0052284
tt0178187,nm0836942,\N
tt0178188,nm1355537,\N
tt0178191,nm1031045,nm0025613|nm1522328
tt0178192,nm0474839,nm0474839|nm1339788|nm1288669
tt0178194,nm0474839,\N
tt0178195,nm0595924,\N
tt0178196,nm0747194,nm1164074|nm3021490|nm3021187|nm3018405
tt0178198,nm0762638,\N
tt0178200,nm1493316,\N
tt0178204,nm0695162,nm0445474|nm0659760
tt0178207,nm0695162,\N
tt0178209,nm0432497,\N
tt0178210,nm0762638,\N
tt0178211,nm0660967,nm1318321|nm0442479|nm0660967
tt0178212,nm2223387,nm2223387
tt0178217,nm1460339,nm1460339
tt0178218,nm0611582,nm0304369|nm0611520|nm1705953|nm0611582|nm0729815
tt0178230,nm0151551,\N
tt0178392,nm0631539,nm2141672|nm0631539|nm0707304|nm0864605
tt0178562,nm0631539,nm1194313|nm0631539|nm0788925
tt0179065,nm0423660,\N
tt0182251,nm0765039,nm0409790|nm0796503
tt0182637,nm0644513|nm0462071|nm0645802|nm0848986|nm1062454,nm1061879|nm1062361|nm1062622|nm1064069|nm2952841|nm1041791|nm1063074
tt0184688,nm0708001,nm0802234
tt0185335,nm0315912,nm0403960|nm0474617|nm1642759
tt0186794,nm0862308,nm0222218
tt0186799,nm3540484|nm0706484,nm0354648|nm0471424|nm2517839|nm0664084|nm0664085
tt0186838,nm0755420,nm0081980|nm1359852
tt0186850,nm0151546,\N
tt0186857,nm0539491,\N
tt0186871,nm0695162,nm0659760|nm0713592
tt0187004,nm0788858,nm0474883|nm0788858
tt0187043,nm0707274,nm0434318|nm0707274|nm1575005|nm0795652
tt0187060,nm0539491,\N
tt0187109,nm0576495,nm0707274|nm0795652|nm0802143
tt0187150,nm0706484,nm0434318|nm0706484
tt0187176,nm0706484,nm0408526|nm0434318
tt0187192,nm0786042,nm0025613|nm0149832|nm1863604|nm1563127
tt0187193,nm0706484,nm0434318
tt0187195,nm0654908,\N
tt0187202,nm0315912,nm0451168|nm1196064
tt0187227,nm0438029,nm0063357
tt0187271,nm0706484,nm0080180|nm0408526|nm0434318
tt0187279,nm0660967|nm1346458,\N
tt0187338,nm0593967,\N
tt0187344,nm0706484,nm0434318
tt0187351,nm0539491,nm1221018|nm0539491|nm1221396
tt0187485,nm0201927,nm0201927|nm0434318
tt0187528,nm0706484,\N
tt0189492,nm0151511,nm0080315|nm0080432|nm0223475
tt0189592,nm0442479,nm0415833|nm0707287
tt0189633,nm0006765,nm0133781|nm0006765|nm0430785
tt0190419,nm0080333,nm0707304
tt0190419,nm0080333,nm0707304
tt0193102,nm0195934,nm0718764
tt0193246,nm0025603,nm0415833
tt0193449,nm0417562,nm0415514|nm0417562|nm0765166
tt0195002,nm0890060,nm0440604
tt0195231,nm0890060,nm0440604|nm0795661|nm0893128
tt0195814,nm0474398,nm0474398
tt0196635,nm0576494,nm0576494|nm1022183
tt0200087,nm0559877,nm1195250|nm0559877|nm1597736
tt0200435,nm0463315,nm0434318|nm0463315
tt0200441,nm0070867,nm1330914
tt0204823,nm0684314,\N
tt0205189,nm0474856,nm0765454
tt0205968,nm0223522,nm0080180|nm0415514
tt0206020,nm1030225,nm1030225|nm1819081|nm0435673|nm0451314|nm1065687|nm1031548
tt0206054,nm0814343,nm0080432|nm1082205
tt0206067,nm0527453,nm0155027|nm0707304
tt0206238,nm0202545,nm1338448|nm0667948
tt0206554,nm0474839,nm0474839|nm1524886
tt0206554,nm0474839,nm0474839|nm1524886
tt0206921,nm0409791,nm0186118|nm0438089|nm1065687|nm0564970
tt0207331,nm0080360,nm0154123|nm2276231
tt0207341,nm0223522,nm1178114|nm0352032|nm0415514
tt0207415,nm0698184,\N
tt0207513,nm0222428,\N
tt0207626,nm0002411,nm0795665
tt0208855,nm0080358,\N
tt0208903,nm0836942,nm0713592|nm0897196
tt0209263,nm0782244,nm0782244
tt0210609,nm0764316,nm0222422|nm0706953|nm0707304|nm0764316
tt0210659,nm0539491,nm0442396|nm0451168|nm0661494
tt0210659,nm0539491,nm0442396|nm0451168|nm0661494
tt0210920,nm0451211,nm2742372|nm0451211
tt0211126,nm0080315,nm0080315|nm0151511|nm0223475
tt0211634,nm0122217|nm0122216,nm0080432|nm0333033|nm0796503
tt0211934,nm0122216|nm0122217,nm0333033|nm0903423
tt0212123,nm0440605,nm1338448|nm0362762|nm0440605
tt0212745,nm0202545,\N
tt0212965,nm0202545,\N
tt0213081,nm0202545,\N
tt0213082,nm0802107,\N
tt0213447,nm0220820,nm0403972|nm0451844|nm0711156|nm1587142|nm0882011
tt0213449,nm0451166,\N
tt0213467,nm0234389,\N
tt0213475,nm0695581,nm0695581|nm1563127
tt0213500,nm0220828,nm1376084|nm0707274
tt0213501,nm0220813,\N
tt0213524,nm0220828,nm0220828|nm0435673|nm0471424
tt0213532,nm0220828,nm1785769|nm0438022
tt0213542,nm0474797,\N
tt0213544,nm0220828,nm0015287|nm0451311|nm0707274
tt0213611,nm0220828,nm1570338|nm0434318|nm1376084|nm0707274|nm1575793
tt0213621,nm0695581,\N
tt0213677,nm1002422,nm0665548
tt0213773,nm0220828,nm0220828|nm1207042
tt0213775,nm0474837,\N
tt0213879,nm0695581,\N
tt0213890,nm0159147,nm0159147
tt0214037,nm0695581,nm0695581|nm1870075|nm0788888
tt0214042,nm0220828,nm1129275|nm1376084|nm0707274
tt0214071,nm0220813,\N
tt0214178,nm0004466|nm2065710,nm1104579|nm0004466|nm1417315
tt0214207,nm0474797,\N
tt0214273,nm0220820,\N
tt0214402,nm0244898,\N
tt0214403,nm0269807,\N
tt0214404,nm0324389,\N
tt0214460,nm0324389,\N
tt0214512,nm0268909,\N
tt0214635,nm0324389,nm0015296
tt0214639,nm0324389,\N
tt0214653,nm0324389,nm1785727|nm0324389
tt0214663,nm0324389,nm2543860|nm1359852
tt0214665,nm0324389,nm1359852
tt0214707,nm0007131,nm1628278|nm0007131|nm1355234
tt0214775,nm0045116,nm0045116|nm1248539
tt0214832,nm0007131,\N
tt0214841,nm0007131,nm0080432|nm0713592
tt0214866,nm0007131,nm0007131|nm0315905
tt0214931,nm0890060,nm1238061|nm1199935
tt0215126,nm0329716,\N
tt0215132,nm0004570,nm1206432|nm0713592
tt0215196,nm0070865,nm0070865
tt0215245,nm0631539,nm0631539|nm0659238
tt0215267,nm0008943|nm1149889,\N
tt0215338,nm0007131,nm0007131
tt0215466,nm0347899,nm0007815|nm0347899|nm1069827|nm1100176
tt0215515,nm0348472,nm1260317|nm0348472|nm3496970
tt0215517,nm0347899,nm0347899|nm0000636
tt0215713,nm0346618,nm0410870
tt0215714,nm0346618,nm1338353|nm0346618
tt0215717,nm0346618,nm1338353|nm0315905|nm0620786
tt0215721,nm0346618,\N
tt0215743,nm0346618,\N
tt0215789,nm1072561,\N
tt0215827,nm1121795,nm1121795|nm0201565
tt0215859,nm0707705,nm0667948|nm0707705|nm0729815
tt0215898,nm0346618,nm1206432|nm0007131|nm0315905|nm0415833
tt0215900,nm0347899,nm0154158|nm0347899|nm0611520|nm0052284
tt0215902,nm0347899,\N
tt0215907,nm0347899,nm0052284|nm0097897|nm0347899|nm1288520
tt0215911,nm0347899,nm0347899|nm1100176
tt0215931,nm0347899,nm0347899
tt0215963,nm0348136,\N
tt0215987,nm0346618,\N
tt0215988,nm0346618,\N
tt0216019,nm0347899,nm0097897|nm0347899
tt0216067,nm0347899,nm1847918|nm0347899|nm0611520
tt0216110,nm0346618,nm1338353|nm1184733|nm0315905
tt0216171,nm0346618,\N
tt0216707,nm0422552,nm1568626|nm0422552|nm0474617|nm0796503
tt0216817,nm0054744,nm0054744
tt0217351,nm0996494,nm0996494|nm0463313|nm1007819|nm0706953|nm1007919|nm0796503
tt0217608,nm1196413,nm0409790|nm0659238
tt0218533,nm0764316,nm0222422|nm0706953|nm0707304|nm0764316
tt0219071,nm0788873,nm1524886|nm0788873
tt0220594,nm0080315,nm0080327
tt0220596,nm0348495,nm0348495|nm1122442|nm1019121
tt0220597,nm0155027,nm0155027
tt0220757,nm0633106,nm0440604|nm0633106|nm0890060
tt0220832,nm0542498,nm0403960|nm0542498
tt0221982,nm0403967,nm0133781|nm0403967
tt0222012,nm0352032,nm2832163|nm0352032|nm0430801
tt0222024,nm1147556,nm1147556|nm1198745|nm0576543|nm0707534
tt0222270,nm0592583,nm0155027|nm0196882|nm0482553
tt0225013,nm0451222,nm0451311|nm0765454
tt0225029,nm0223485,nm1054963|nm0415514
tt0225515,nm0219971,nm1122442|nm1300956
tt0225566,nm1646390|nm0890060,nm0452021|nm0890060
tt0225961,nm0024039,nm0025629|nm0802762|nm1949010
tt0226786,nm1216990,nm1216990
tt0226847,nm2069886,nm0764316
tt0227194,nm0619777,nm0155027|nm0196882|nm0482553
tt0227496,nm0025609,nm0415514|nm0659238
tt0227982,nm0756488,\N
tt0229193,nm0080345,nm0080345|nm1007823|nm0856897
tt0229948,nm0403826,\N
tt0229949,nm0422559,nm0080432|nm0729815
tt0229950,nm0422559,nm0080432|nm1524886
tt0229950,nm0422559,nm0080432|nm1524886
tt0229952,nm0422559,nm0080432|nm2271002|nm1524886
tt0229966,nm0403970,\N
tt0230027,nm0410870,\N
tt0230028,nm0422559,nm3583633
tt0230033,nm0410870,nm10795416|nm0410870
tt0230055,nm0851253,nm1104579|nm1225010
tt0230079,nm0410870,\N
tt0230084,nm0403970,\N
tt0230126,nm0410870,\N
tt0230141,nm0403826,nm0403826
tt0230142,nm0410870,\N
tt0230176,nm0423660,nm0310170
tt0230245,nm0410870,\N
tt0230245,nm0410870,\N
tt0230254,nm0411186,\N
tt0230263,nm0410870,\N
tt0230267,nm0410870,\N
tt0230294,nm0422552,nm0347899
tt0230346,nm0422559,nm0430799|nm0538297|nm1062765
tt0230347,nm0201713,nm0080327|nm3168813|nm0802143
tt0230348,nm0403826,nm0403826|nm2632801
tt0230348,nm0403826,nm0403826|nm2632801
tt0230355,nm0411186,\N
tt0230357,nm0422559,nm1569099|nm1077938
tt0230358,nm0410870,nm0052284|nm0410870
tt0230389,nm0410870,nm1832990|nm0410870
tt0230412,nm0403970,nm0310170|nm5007382
tt0230465,nm0410870,\N
tt0230479,nm0410870,\N
tt0230498,nm0422559,nm1785727|nm1785769|nm0764314
tt0230499,nm0410870,\N
tt0230527,nm0410870,nm1055782
tt0230561,nm0410870,\N
tt0230670,nm0403826,nm0403826
tt0230673,nm0403970,\N
tt0230684,nm0403970,nm2298953
tt0230735,nm0411186,\N
tt0230737,nm0802692,nm0795664
tt0230771,nm0403970,nm0310170|nm3212786
tt0230828,nm0403970,\N
tt0230913,nm0422559,\N
tt0230978,nm0410870,nm0410870|nm6028720
tt0230991,nm0403826,nm0080432|nm0403826
tt0230993,nm0403826,nm0080432|nm0403826
tt0231073,nm0464880,\N
tt0231078,nm0440605,\N
tt0231107,nm0442395,\N
tt0231140,nm0464880,nm0464880|nm0538300
tt0231150,nm0451846,nm0151521|nm0436464|nm0451846|nm0802379
tt0231155,nm0457255,nm0080257|nm1207042
tt0231197,nm0463319,nm1261023
tt0231204,nm0410870,nm0410870|nm1967542
tt0231209,nm0439074,nm1278450|nm0438022
tt0231214,nm0436202,nm0434318|nm1376084|nm1160075
tt0231226,nm0004433,\N
tt0231254,nm0424102,nm0424102
tt0231305,nm0451844,nm1586089
tt0231344,nm0438479,\N
tt0231345,nm0451844,\N
tt0231353,nm0436202,nm1028406
tt0231416,nm0457255,\N
tt0231451,nm0438479,\N
tt0231453,nm0436202,nm3021415
tt0231468,nm0436202,\N
tt0231469,nm0451846,nm0151521|nm0436464|nm3120911|nm0802379
tt0231472,nm0457255,\N
tt0231474,nm0439074,nm0151300|nm0819983
tt0231475,nm0451846,nm0080266|nm0436464|nm0620786|nm0713592
tt0231520,nm0440424,\N
tt0231521,nm0438479,\N
tt0231592,nm0424102,nm0424102
tt0231645,nm0436202,\N
tt0231646,nm0436202,\N
tt0231763,nm0424102,nm0424102|nm1539653|nm2084156
tt0231765,nm0436202,nm0434318|nm1376084
tt0231796,nm0463319,\N
tt0231807,nm0439074,\N
tt0231816,nm0463319,nm0025613
tt0231817,nm0442395,nm1094938|nm2240128|nm2238788|nm0442395|nm2243729|nm0534848|nm1850633
tt0231827,nm0424102,\N
tt0231830,nm0424102,\N
tt0231852,nm0463319,\N
tt0231853,nm0436202,nm0436202
tt0231898,nm0457255,\N
tt0231901,nm0436202,\N
tt0232066,nm0440605,nm0416078|nm0440605
tt0232079,nm0201710,nm0080327|nm0201710|nm0240882|nm0903423
tt0232080,nm0451846,\N
tt0232081,nm0451846,nm0436464|nm1567895
tt0232084,nm0439074,\N
tt0232105,nm0438479,\N
tt0232164,nm0424102,nm0424102
tt0232166,nm0424102,nm0424102|nm1539653
tt0232169,nm0463319,\N
tt0232276,nm0436202,\N
tt0232288,nm0438479,nm0474913|nm0624248|nm0788888
tt0232291,nm0463319,nm1261023|nm1077938
tt0232564,nm0463319,\N
tt0232585,nm0442395,nm0007815|nm0025613|nm0442657
tt0232626,nm0451846,\N
tt0232734,nm0451846,nm1802372
tt0232759,nm0442395,nm0788888
tt0232798,nm0439074,nm0755500
tt0232960,nm0451846,nm0154123|nm0729815
tt0232960,nm0451846,nm0154123|nm0729815
tt0232977,nm0437031,nm0437031|nm1138093|nm0802379|nm1879645
tt0233145,nm0474839,nm2944577|nm0474839|nm1524886
tt0233146,nm0474837,nm0080325
tt0233147,nm0474839,nm0080432|nm1524886
tt0233182,nm0474839,nm1024196|nm0474839
tt0233193,nm0474839,nm0097894|nm0474839|nm1524886
tt0233202,nm0474839,nm0474839|nm1129275|nm0729815
tt0233206,nm0474839,nm0474839|nm1652170
tt0233217,nm0482425,\N
tt0233220,nm0474839,nm0097894
tt0233226,nm0474837,nm0080418|nm0154158|nm1035272|nm0269806|nm0948335
tt0233227,nm0474827,nm2160957|nm1359852|nm1228532|nm0795652
tt0233255,nm0474827,nm2160957|nm0097894|nm1228532
tt0233264,nm0474839,nm1359852|nm0474839
tt0233281,nm0474822,nm1876686|nm0474822
tt0233292,nm0471487|nm0659549,nm2820521|nm0471424
tt0233326,nm0471487|nm0659549,\N
tt0233345,nm0471487|nm0659549,nm0329716|nm0471424
tt0233422,nm0352032,nm0347899|nm0352032
tt0233587,nm0659549|nm0471487,nm0788888|nm0781679
tt0233603,nm0474822,nm0474822
tt0233604,nm0474822,nm0474822
tt0233620,nm0474827,\N
tt0233808,nm0795664,nm0795664
tt0233856,nm0451326,nm0451326
tt0233965,nm0474837,\N
tt0233990,nm0474837,nm0451168|nm0474837|nm1768327
tt0234000,nm0004363,nm0004363|nm0765166|nm0409790|nm1174579
tt0234054,nm0006370,nm0015287|nm0451311|nm0006370
tt0234069,nm0471487|nm0659549,\N
tt0234070,nm0474827,nm0403827|nm1228532
tt0234138,nm0474837,\N
tt0234141,nm0006348|nm0712541,\N
tt0234174,nm0471487|nm0659549,\N
tt0234195,nm0471487|nm0659549,nm0195991|nm0006769|nm0354648|nm0471424|nm0714762
tt0234207,nm0474837,nm0474837
tt0234211,nm0471426,nm0471426
tt0234230,nm0471487|nm0659549,\N
tt0234261,nm0474839,nm1832990|nm0474839|nm1339788
tt0234412,nm0474837,nm1261023
tt0234542,nm0006370,nm1040163|nm0006370
tt0234700,nm0471487|nm0659549,nm0471424|nm0781679
tt0234702,nm0474822,nm0438022|nm0474822
tt0234724,nm0006370,nm0006370
tt0234739,nm0315553,nm0315553|nm0434318
tt0235963,nm0538297,\N
tt0235968,nm0185345,nm0185345
tt0236153,nm0538297,\N
tt0236210,nm0538297,nm0151300|nm0538297
tt0236554,nm0538297,nm0049335|nm0538297|nm0711156
tt0236977,nm0539491,\N
tt0236978,nm0539491,nm1221396|nm1376084
tt0237021,nm0539491,nm0007131
tt0237022,nm0538306,nm1680373|nm0474883|nm0538306
tt0237035,nm0539491,nm1174579
tt0237098,nm0539491,\N
tt0237395,nm0538305,nm3041209|nm0310170|nm0315905
tt0237564,nm0539491,nm1174579|nm0713592
tt0237565,nm0539491,\N
tt0237631,nm0539491,\N
tt0237636,nm0538306,nm1522359
tt0238591,nm0315479,nm3168813|nm0445474
tt0238936,nm0080220,nm0154158|nm1165501|nm0080220
tt0239244,nm0576494,nm1174579|nm1226230|nm0796503
tt0239246,nm0576494,nm1174579|nm1226230|nm3317017|nm0576494|nm0796503
tt0239362,nm0576488,\N
tt0239448,nm0576488,nm0015287
tt0239452,nm0576488,nm1121795
tt0239495,nm0576494,\N
tt0239514,nm0576488,nm0434318|nm0762779
tt0239654,nm0576488,nm1241576|nm0576488|nm1138093
tt0239682,nm0576488,nm1138093|nm0576488|nm0434318
tt0240082,nm0576494,\N
tt0240849,nm0576587,nm0154269|nm0198400|nm0576587
tt0240879,nm0576559,nm1195250|nm0854919
tt0241753,nm0592595,nm0592595|nm0592784
tt0242272,nm0592985,nm4786130|nm1077938
tt0242309,nm0592985,\N
tt0242311,nm0592893,nm1355234|nm0592893|nm7983031
tt0242502,nm0592985,\N
tt0242504,nm0592985,nm0592985|nm0904496
tt0242509,nm0592985,nm1105866|nm1969620
tt0242519,nm0698184,nm0796504|nm0482309|nm0903423|nm1019121
tt0242636,nm0592985,nm1221210|nm1228222|nm1228532|nm1324555
tt0242639,nm0593945,\N
tt0242760,nm0592985,nm1221210|nm1228222|nm1228532
tt0242831,nm0698184,\N
tt0242832,nm0592985,nm3077596|nm0905562
tt0242840,nm0592985,nm1228153|nm1228222|nm1228532|nm1033349|nm0904498
tt0242847,nm0592985,\N
tt0243103,nm0593967,nm1351748
tt0243230,nm0593967,\N
tt0243294,nm0593967,nm1351748
tt0243333,nm0593967,nm1351748
tt0243341,nm0595271,nm0244898|nm4809167|nm0620787
tt0243358,nm0593967,\N
tt0243395,nm0593967,nm0430799|nm2176801|nm1351748
tt0243396,nm0593967,nm1351748
tt0243414,nm0595271,\N
tt0243447,nm0595271,nm0524758
tt0243472,nm0593967,nm0445474|nm1351748
tt0243513,nm0593967,nm1351748
tt0243538,nm0595271,\N
tt0243550,nm0593967,nm0445474|nm0729815
tt0243552,nm0593967,\N
tt0243555,nm0595271,\N
tt0243561,nm0593967,nm1351748
tt0243639,nm0593967,\N
tt0244182,nm0611527,nm0310170|nm0611527
tt0244184,nm0611527,nm0310170
tt0244380,nm0611531,nm0080432|nm0611520|nm0611531|nm0713592
tt0244409,nm0611531,nm0025613
tt0244443,nm0611531,nm0244887|nm0536819|nm0611520|nm0708913|nm0873036
tt0244457,nm0611531,nm1389106|nm0244887|nm0873036
tt0244528,nm0013288,nm0415840|nm0442396|nm0451168|nm0661494
tt0244567,nm0611531,nm0080432|nm0244887|nm0713592
tt0244585,nm0611531,nm1278451|nm0347899|nm0611520|nm1351622
tt0244590,nm0611531,nm0080432|nm0611520|nm0713592
tt0244596,nm0611531,nm0244887|nm0713592|nm0873036
tt0244670,nm0611531,nm0080432|nm2057107|nm2059525|nm0611520|nm1351622
tt0244713,nm0611531,nm0066074|nm0244887|nm0611520|nm0873036
tt0244741,nm0611531,nm0471424|nm0694888|nm0873036|nm1628390
tt0244776,nm0611531,nm0066074|nm0244887|nm1238805
tt0244794,nm0012892,nm0012892|nm0063357
tt0244977,nm0611582,nm0611582|nm0440589
tt0245222,nm0619053,\N
tt0245239,nm0611582,\N
tt0245486,nm0612280,\N
tt0245494,nm0611582,nm0996003|nm1129275|nm0788862|nm2910912
tt0245525,nm0611582,nm0097894|nm0611582|nm0713592
tt0245825,nm0223522,nm1178114|nm0415514|nm1182352
tt0245854,nm0619102,\N
tt0245935,nm0619102,\N
tt0245977,nm0619102,nm1532756
tt0245994,nm0619102,nm0011996|nm1099583
tt0246033,nm0619102,\N
tt0246086,nm0619102,nm0659760
tt0246190,nm0619102,\N
tt0246212,nm0619102,\N
tt0246261,nm0619102,nm1540958|nm0659760
tt0246269,nm0619102,\N
tt0246286,nm0619102,nm0038010|nm1224716|nm1563127
tt0246322,nm0619102,\N
tt0246413,nm0849195,nm0659760|nm1575792
tt0246420,nm0759662,nm0436804|nm1213496|nm0707410|nm1110725|nm0759662
tt0246433,nm0695162,nm0756393
tt0246453,nm0620787,\N
tt0246456,nm0765166,nm0765166
tt0246462,nm0695264,nm0474777|nm0004417|nm0695264
tt0246492,nm0755420,nm1785769|nm0729815
tt0246493,nm0109279,nm1129275|nm0729815
tt0246567,nm0442390,nm1253550
tt0246687,nm0347899,nm0347899|nm1126068
tt0246713,nm0849195,\N
tt0246727,nm0787511,\N
tt0246729,nm0576494,nm0576494|nm1019121
tt0246740,nm0304356,nm1355234|nm0592893|nm0611514|nm1455842
tt0246766,nm1207038,nm0333033
tt0246825,nm0841919,\N
tt0246825,nm0841919,\N
tt0246839,nm0080315,\N
tt0246842,nm1065099,nm1121795|nm0201565
tt0246848,nm0438030,\N
tt0246879,nm0451211,\N
tt0246905,nm0223522,nm0415514|nm0434318|nm0759785
tt0246914,nm0899649,nm0415833|nm1224716|nm0899649
tt0246916,nm0695153,nm0025613|nm0892850
tt0246916,nm0695153,nm0025613|nm0892850
tt0246923,nm0621210,\N
tt0246942,nm0766166,\N
tt0247015,nm1042581,nm1042581
tt0247173,nm0621210,\N
tt0247188,nm0621210,\N
tt0247203,nm0621261,nm0006769|nm0706478
tt0247257,nm0621210,\N
tt0247291,nm0621210,nm0080360|nm0097894|nm2277419|nm0621210|nm2276231
tt0247296,nm0621210,\N
tt0247297,nm0621210,\N
tt0247394,nm0623178,nm0154123|nm0002005|nm1077938
tt0247502,nm0623178,nm0151300|nm0436464|nm2532852|nm2547685
tt0247680,nm0621210,\N
tt0247681,nm0621187,\N
tt0247712,nm0623178,\N
tt0247909,nm0684314,nm0063357
tt0247910,nm0695162,nm1221396
