crew_id,name,born_year,death_year,profession,known_for
nm0707299,Zahur Raja,\N,\N,actor|director|writer,tt0038302|tt0043842|tt0212253|tt0273801
nm0707300,Bharathiraja,1941,\N,director|writer|actor,tt0113530|tt0089646|tt0155481|tt0140448
nm0707303,Rajababu,1937,1983,actor|writer,tt0260224|tt0262913|tt0262444|tt0067607
nm0707304,Anjum Rajabali,\N,\N,writer|actor|producer,tt1291465|tt0218533|tt1166100|tt0190419
nm0707310,Gautam Rajadhyaksha,1950,2011,camera_department|writer|miscellaneous,tt0172170|tt0248126|tt0133024|tt0172684
nm0707382,Aruna Raje,1946,\N,writer|director|editor,tt0259541|tt0259571|tt0286505|tt0402607
nm0707410,Shaktipada Rajguru,1922,2014,writer,tt0080376|tt0054073|tt0268117|tt0215520
nm0707494,K.V. Raju,\N,\N,director|writer,tt1319171|tt0403705|tt4559190|tt0102119
nm0707534,Reema Rakesh Nath,\N,\N,writer|actress|director,tt0217660|tt0102825|tt0115009|tt0284811
nm0707543,Rakhan,\N,\N,director|writer,tt0424825|tt0425385|tt0048410
nm0707705,O.P. Ralhan,1928,1999,actor|writer|director,tt0139525|tt0065064|tt0076515|tt0215859
nm0707938,B.S. Ramaiah,\N,\N,writer,tt0215169|tt0046703|tt0156909
nm0708900,Kumar Ramsay,\N,\N,writer|producer,tt0260418|tt0133188|tt0259854|tt0261001
nm0708913,Shyam Ramsay,1952,2019,director|editor|writer,tt0259877|tt3592020|tt0260494|tt0260098
nm0710043,Bharat Rangachary,1953,1995,director|assistant_director|miscellaneous,tt0390667|tt0117878|tt0135666|tt0290331
nm0710555,J.S. Rao,\N,\N,writer,tt0083570
nm0711150,Kamil Rashid,\N,\N,writer|music_department,tt0139108|tt0050758
nm0711156,Arjun Dev Rashk,\N,\N,writer,tt0060104|tt0139157|tt0236554|tt0053965
nm0711745,Mani Ratnam,1955,\N,writer|director|producer,tt0312859|tt0105271|tt0499375|tt0112553
nm0711754,Kantilal Rathod,1925,1988,director|writer|producer,tt0266885|tt0266832|tt0266681|tt0267135
nm0712432,Ravi,\N,\N,writer,tt0154532|tt0363787|tt0155227
nm0712540,Harnam Singh Rawail,1921,2004,director|writer|producer,tt0266757|tt0139607|tt0266765|tt0266712
nm0712541,Rahul Rawail,1951,\N,director|producer|assistant_director,tt0266260|tt0266752|tt0080829|tt0266439
nm0712994,Sandip Ray,1953,\N,director|writer|camera_department,tt0114618|tt4320352|tt9060326|tt1593691
nm0713587,Ali Raza,\N,\N,writer|director|miscellaneous,tt0070558|tt0136153|tt0265241|tt0341563
nm0713592,Rahi Masoom Reza,1927,1992,writer|music_department|miscellaneous,tt0102258|tt0073569|tt0151466|tt0090138
nm0713593,S. Ali Raza,1922,2007,writer,tt0148706|tt0358063|tt0044318|tt0067668
nm0713615,Karan Razdan,\N,\N,writer|director|actor,tt0112916|tt0841096|tt0490170|tt0414714
nm0714762,Kadiri Venkata Reddy,1912,1972,director|writer|producer,tt0265799|tt0266962|tt0249795|tt0043908
nm0718764,Talat Rekhi,\N,\N,writer|actor,tt0267813|tt0251194|tt0205380|tt0287099
nm0720252,Himesh Reshammiya,1973,\N,composer|soundtrack|music_department,tt0374271|tt0477253|tt1729637|tt0477252
nm0729815,Ehsan Rizvi,\N,\N,writer|music_department,tt0154695|tt0232960|tt0157358|tt0135399
nm0730422,Matthew Robbins,1945,\N,writer|director|actor,tt2554274|tt0082288|tt0119675|tt0092494
nm0740274,Pamela Rooks,1958,2010,director|writer|producer,tt0170704|tt0373779|tt0104884
nm0746937,Ashok Roy,\N,\N,director|miscellaneous|assistant_director,tt0298952|tt0258647|tt0175530|tt0275442
nm0746950,Bimal Roy,1909,1966,director|cinematographer|producer,tt0053319|tt0045693|tt0050665|tt0056850
nm0747194,Sudhendu Roy,\N,\N,art_director|director|writer,tt0050665|tt0072109|tt0070637|tt0392188
nm0747606,Nikolai Rozhkov,1906,1998,writer,tt0049828|tt0039833|tt4601014|tt0170416
nm0751080,Chuck Russell,1958,\N,director|producer|writer,tt0116213|tt0110475|tt0093629|tt0094761
nm0752922,Eldar Ryazanov,1927,2015,director|writer|actor,tt0076727|tt0084873|tt0102516|tt0240033
nm0754184,S.J. Surya,\N,\N,actor|writer|director,tt6522546|tt6485666|tt0368400|tt4401884
nm0754285,Boris Saakov,\N,\N,writer,tt0079749|tt5396392|tt0275716|tt0066538
nm0754776,Manmohan Sabir,\N,\N,director|producer|writer,tt3908768|tt0364112|tt10133362|tt2100612
nm0754818,Arjun Sablok,\N,\N,actor|director|writer,tt0422091|tt0248216|tt0112870|tt0470869
nm0755500,M. Sadiq,1910,1971,director|writer|producer,tt0144603|tt0134763|tt0139048|tt0053706
nm0755991,Anwar Sagar,\N,\N,music_department|soundtrack|writer,tt0339233|tt0115009|tt0374016|tt0482034
nm0755997,Ramanand Sagar,1917,2005,producer|writer|director,tt0268416|tt0058921|tt0147811|tt0268216
nm0756299,Sanjay Sahay,\N,\N,writer,tt0110794
nm0756313,Deepa Sahi,1962,\N,producer|actress|writer,tt3449292|tt0137100|tt1696191|tt0114031
nm0756379,Balraj Sahni,1913,1973,actor|writer|director,tt0055039|tt0043307|tt0234827|tt0233326
nm0756393,Kishore Sahu,1915,1980,actor|director|writer,tt0049412|tt0053767|tt0268349|tt0140370
nm0756487,Naresh Saigal,\N,\N,director|writer|producer,tt0366739|tt0157132|tt0369595|tt0374146
nm0756488,Ramesh Saigal,1918,1980,director|writer|producer,tt0048537|tt0268533|tt0065903|tt0055444
nm0756580,Sainath,\N,\N,writer|actor|miscellaneous,tt0248500|tt0090109|tt1279237|tt0112738
nm0756959,Arjun Sajnani,\N,\N,director|actor|writer,tt0116743|tt0326722
nm0759270,Pierre Salvadori,1964,\N,writer|director|actor,tt7534068|tt0222222|tt0106573|tt0482088
nm0759662,Shakti Samanta,1926,2009,director|producer|writer,tt0065416|tt0246420|tt0066758|tt0068217
nm0759785,Sameer,\N,\N,music_department|soundtrack|writer,tt0238936|tt0242519|tt0248126|tt0374271
nm0762779,Suraj Sanim,\N,\N,writer|music_department|actor,tt0069871|tt0097143|tt0359151|tt0154265
nm0762861,Sanjay Sankla,\N,\N,editor|editorial_department|producer,tt0172684|tt0248126|tt3595298|tt0347304
nm0764314,P.L. Santoshi,1916,1978,director|writer|music_department,tt0053637|tt0268937|tt0269438|tt0134850
nm0764316,Rajkumar Santoshi,\N,\N,writer|director|producer,tt0210609|tt0099652|tt0319736|tt0109117
nm0764667,Priti Sapru,1961,\N,actress|writer|director,tt0308786|tt0082644|tt0835367|tt1552738
nm0765166,Sagar Sarhadi,\N,\N,writer|director|producer,tt0074730|tt3353822|tt0126871|tt0234000
nm0765167,Zia Sarhadi,1914,1997,director|writer|music_department,tt0273407|tt0231156|tt0132166|tt0385852
nm0765454,Santosh Saroj,\N,\N,writer|director|assistant_director,tt0104607|tt0135515|tt0448454|tt0451970
nm0766150,V.P. Sathe,\N,\N,miscellaneous|writer|producer,tt0147811|tt0048613|tt0044360|tt0069810
nm0770360,Jeff Schechter,\N,\N,writer|producer|script_department,tt5476508|tt0337539|tt0906712|tt3868848
nm0781679,Jawar N. Sitaraman,\N,\N,writer|director|actor,tt0148575|tt0061046|tt1435445|tt0234700
nm0781830,Mohan Segal,1921,2005,director|producer|actor,tt0341563|tt0049549|tt0359544|tt2113694
nm0782244,Subhash Sehgal,\N,\N,editor|editorial_department|director,tt5052972|tt0072100|tt0209263|tt0091256
nm0782766,Aziz Sejawal,\N,\N,director|writer|assistant_director,tt0348824|tt0152278|tt0279021|tt0099081
nm0784016,Mala Sen,1947,2011,writer,tt0109206
nm0784019,Mrinal Sen,1923,2018,director|writer|producer,tt0085785|tt0064086|tt0071317|tt0070498
nm0784034,Ruby Sen,\N,\N,writer,tt0147036
nm0784044,Sujit Sen,\N,2005,writer|assistant_director,tt0309618|tt0102701|tt0107060|tt0267246
nm0784289,Partho Sen-Gupta,1965,\N,director|writer|art_department,tt0493315|tt0440463|tt6037866|tt2385227
nm0786034,Pawan Sethi,\N,\N,writer,tt0401916|tt0177503|tt0400584|tt1943898
nm0787022,Naeem Sha,\N,\N,writer|assistant_director|director,tt0368580|tt1412775|tt0119239|tt0265452
nm0787429,Chandulal Shah,1898,1975,director|writer|producer,tt0046155|tt0139003|tt0259557|tt0272845
nm0787447,Kashmira Shah,1971,\N,actress|writer|director,tt0397551|tt0251756|tt0220832|tt1324059
nm0787452,Krishna Shah,1938,2013,writer|director|producer,tt0078241|tt0214591|tt0296274|tt0088706
nm0787453,Kundan Shah,1947,2017,director|writer|producer,tt0085743|tt0110222|tt0328998|tt0249588
nm0787457,Mahendra Shah,\N,\N,director|producer|writer,tt0105116|tt0114337|tt0390669|tt0370088
nm0787489,Viju Shah,\N,\N,music_department|composer|soundtrack,tt0110546|tt0077451|tt0119239|tt0100816
nm0787511,Kumar Shahani,1940,\N,director|writer|actor,tt0088227|tt0246727|tt0102191|tt0068929
nm0787514,Roshan Shahani,\N,\N,producer|writer,tt0088227|tt9070952|tt0306541
nm0787589,Shailendra,1923,1966,music_department|soundtrack|actor,tt0052411|tt1454468|tt1431045|tt0052560
nm0787882,Amir Shamji,\N,\N,writer|assistant_director,tt0087958|tt0154311|tt0154589|tt0158587
nm0788157,Dilip Shankar,1970,\N,casting_director|casting_department|actor,tt2356180|tt2884206|tt0838221|tt0454876
nm0788158,K. Shankar,1926,2006,editor|director|writer,tt0314557|tt0316521|tt0317056|tt1435454
nm0788169,Rajendra Shankar,\N,\N,writer,tt0158074|tt0404175|tt0044527|tt0130489
nm0788171,S. Shankar,\N,\N,writer|director|producer,tt1305797|tt0482389|tt0376127|tt0097416
nm0788391,Shantaram Rajaram Vankudre,1901,1990,director|producer|actor,tt0331417|tt0145856|tt0036343|tt0050322
nm0788710,Dewan Sharar,1899,1969,writer|actor,tt0158843|tt0036343|tt0145856|tt2153494
nm0788855,Abhishek Sharma,\N,\N,actor|director|writer,tt8304386|tt3848888|tt1629391|tt6826438
nm0788858,Anil Sharma,\N,\N,director|writer|producer,tt7722258|tt0359215|tt0423313|tt0284137
nm0788862,Ashok Sharma,\N,\N,actor|writer|producer,tt0110437|tt0245494|tt2929820|tt0187004
nm0788873,Devi Sharma,\N,\N,director|writer|producer,tt0219071|tt0242576|tt2782358|tt0418698
nm0788880,Kidar Nath Sharma,1910,1999,director|writer|actor,tt0039654|tt0042233|tt0141441|tt0374154
nm0788888,Mukhram Sharma,\N,\N,writer|producer,tt0052736|tt0052154|tt1262150|tt0232759
nm0788889,Mukul Sharma,\N,\N,actor|writer,tt0087886|tt2406676|tt0081968
nm0788904,Rajinder Kumar Sharma,\N,\N,actor|writer|producer,tt0079963|tt0138360|tt1612761
nm0788906,Romesh Sharma,1947,\N,actor|producer|director,tt0269234|tt0089678|tt0088687|tt0442764
nm0788916,Sanjeev Sharma,\N,\N,music_department|writer|actor,tt5637188|tt1314274|tt1447508|tt1836912
nm0788925,Tripurari Sharma,\N,\N,writer,tt0178562
nm0792281,Sherif,1940,2015,writer,tt0266501|tt0332040|tt0282845|tt0269384
nm0792589,Stanford Sherman,\N,\N,writer,tt0087451|tt0085892|tt0059968|tt0085811
nm0792767,Jalees Sherwani,\N,2018,writer|music_department|soundtrack,tt0807758|tt1620719|tt1594964|tt1084972
nm0795429,Boman Shroff,\N,\N,actor|writer|assistant_director,tt0384612|tt0382770|tt0053629|tt0063178
nm0795430,Esmayeel Shroff,1957,\N,director|writer|assistant_director,tt0081624|tt0105007|tt0319121|tt0381864
nm0795649,Shukla Barnali Ray,\N,\N,director|writer|assistant_director,tt5709256|tt2248929|tt1942905|tt1267400
nm0795651,Dilip Shukla,\N,\N,writer|director,tt1620719|tt0109117|tt0416120|tt2112131
nm0795652,K.K. Shukla,\N,\N,writer,tt0451614|tt0099929|tt0079963|tt0082797
nm0795661,Saurabh Shukla,1963,\N,actor|writer|director,tt2621000|tt1010048|tt7363076|tt0195231
nm0795664,Vinay Shukla,\N,\N,writer|director|actor,tt1388903|tt0088687|tt0102746|tt0233808
nm0795665,Vinod Kumar Shukla,\N,\N,writer,tt0207626|tt1500682
nm0796503,Javed Siddiqui,\N,\N,writer|animation_department|assistant_director,tt0106333|tt0112870|tt0328729|tt0254481
nm0796504,Siddique,\N,\N,writer|director|assistant_director,tt1821478|tt0242519|tt9101540|tt1729637
nm0796505,Farogh Siddique,\N,\N,director|writer|assistant_director,tt0092026|tt0111625|tt0267617|tt0420123
nm0801870,Singeetam Srinivasa Rao,1931,\N,director|writer|actor,tt0447257|tt0249797|tt0264415|tt0251355
nm0802084,Anup Singh,\N,\N,writer|director,tt0376589|tt7707876|tt5178120|tt2334779
nm0802132,Harjit Singh,\N,\N,actor|director|writer,tt0112933|tt1599302|tt4280824|tt0378025
nm0802143,K.K. Singh,\N,\N,writer|director|actor,tt0395802|tt0338477|tt0110280|tt0111384
nm0802153,Khushwant Singh,1915,2014,actor|writer,tt0325294|tt0170704|tt6415198|tt0405989
nm0802234,Sheoraj Singh,\N,\N,writer,tt0184688
nm0802377,Tapan Sinha,1924,2009,director|writer|composer,tt0322877|tt0049393|tt0123370|tt0345177
nm0802379,Virendra Sinha,\N,\N,writer|director|producer,tt0077789|tt0232977|tt0156606|tt0231150
nm0802725,Puneet Sira,\N,\N,producer|actor|director,tt1369740|tt1372266|tt0379818|tt4584602
nm0802762,Nirmal Sircar,\N,\N,writer|producer|miscellaneous,tt0225961|tt0063163|tt2693662|tt10614048
nm0803350,Sangeeth Sivan,\N,\N,director|producer|writer,tt0493437|tt0279986|tt0290937|tt0275778
nm0807077,Mariya Smirnova,1905,1993,writer,tt0265059|tt0314530|tt0129338|tt0039810
nm0814343,Bhappi Sonie,1928,2001,director|producer|writer,tt0381079|tt0070241|tt0053791|tt0317751
nm0814592,Bunty Soorma,\N,2002,producer|director|writer,tt0117437|tt0314006|tt0112916|tt0314186
nm0819983,Johanna Spyri,1827,1901,writer,tt0049296|tt0047431|tt0149924|tt0028988
nm0820208,Sreenivasan,\N,\N,actor|writer|director,tt8286926|tt0354148|tt0282778|tt0430710
nm0820232,C.V. Sridhar,1933,2008,director|writer|producer,tt0139157|tt0320119|tt0176075|tt0055220
nm0834529,August Strindberg,1849,1912,writer|soundtrack,tt5203176|tt0043567|tt0019441|tt0010612
nm0836899,Adurthi Subba Rao,1912,1975,director|writer|producer,tt0357811|tt0064244|tt0261357|tt0061974
nm0836918,Kothamangalam Subbu,\N,\N,writer|director|actor,tt0361434|tt0045528|tt0246981|tt1454624
nm0836942,Babbar Subhash,1945,\N,director|writer|producer,tt0317312|tt1869542|tt0364049|tt0363915
nm0837000,Shivkumar Subramaniam,\N,\N,actor|writer|assistant_director,tt2792284|tt0411469|tt1274295|tt0102636
nm0837151,Sudarshan,\N,\N,writer|director,tt0213687|tt0044769|tt0363926|tt0156353
nm0837230,Sudraka,\N,\N,writer,tt0088335|tt4017100
nm0837675,Sujatha,1935,2008,writer|producer,tt0320736|tt0376127|tt0479751|tt1305797
nm0838522,Shekhar Suman,1960,\N,actor|writer|music_department,tt0100816|tt0216304|tt5525892|tt3334348
nm0838526,Sabiha Sumar,1961,\N,director|writer|producer,tt2140371|tt1093819|tt0357283|tt1842446
nm0841918,Jyoti Swaroop,\N,\N,writer|director|assistant_director,tt0063404|tt0067555|tt0084630|tt0367259
nm0842934,Meera Syal,1961,\N,actress|writer|miscellaneous,tt0300792|tt1211837|tt1727770|tt0115640
nm0849195,Lekh Tandon,1929,2017,director|actor|writer,tt0367110|tt0150417|tt0405508|tt0340091
nm0849200,Ravi Tandon,1935,\N,director|producer|actor,tt0360170|tt0071800|tt0297731|tt0297738
nm0850247,Sooni Taraporevala,\N,\N,writer|director|camera_department,tt4323590|tt0102456|tt1119188|tt0120848
nm0851253,Rama Rao Tatineni,1938,\N,director|assistant_director|writer,tt0094299|tt0260144|tt0114236|tt0090958
nm0854158,Teja,\N,\N,writer|cinematographer|director,tt2358074|tt0368896|tt2358060|tt1797416
nm0854919,Vijay Tendulkar,1928,2008,writer|actor,tt0085178|tt0296702|tt0080322|tt0192566
nm0856888,Sunil Thakkar,\N,\N,actor|writer|producer,tt0306228|tt0119865
nm0856897,Dinesh Thakur,1947,2012,actor|writer,tt0248012|tt0214832|tt0451614|tt0077609
nm0856902,Ramchandra Thakur,1908,1992,director|writer,tt0213687|tt0370799|tt0387376|tt2158747
nm0857061,B.S. Thapa,\N,\N,director|actor|writer,tt0316088|tt0073112|tt8934078|tt7051562
nm0858235,A.C. Trilogchander,1930,2016,director|writer,tt0425531|tt0469826|tt1437598|tt0457781
nm0858238,Madurai Thirumanam,\N,\N,director|writer,tt3426056|tt3421720|tt3420268|tt0316521
nm0863120,Deepak Tijori,1961,\N,actor|director|producer,tt1324076|tt4857886|tt10610440|tt0354786
nm0864603,Tiwari,\N,\N,actor|director|writer,tt0176012|tt0055949|tt0060689|tt0175756
nm0864605,Atul Tiwari,\N,\N,writer|actor|miscellaneous,tt1187043|tt0237727|tt0248185|tt0479651
nm0865857,Nandu G. Tolani,\N,\N,producer|writer,tt0118680|tt0173283|tt0374342|tt5598282
nm0873033,Govardhanram Tripathi,\N,\N,writer,tt2764752|tt0148706
nm0873035,S.N. Tripathi,1913,1988,composer|actor|director,tt0246313|tt0368196|tt0824355|tt2112252
nm0873036,Biren Tripathy,\N,\N,writer|miscellaneous|assistant_director,tt0244443|tt0072783|tt0137361|tt0066763
nm0880323,Milind Ukey,\N,\N,director|actor|writer,tt5065688|tt1127869|tt0824309|tt0488836
nm0880802,Ulmas Umarbekov,\N,\N,writer,tt0152509|tt0170416|tt5539362|tt0386490
nm0881418,Alok Upadhyay,\N,\N,writer|cinematographer|assistant_director,tt1188982|tt0254927|tt1087856|tt0807758
nm0882011,Urmila,\N,\N,actress|writer,tt0213447|tt0247977|tt0417961|tt6726930
nm0882596,Uttej,\N,\N,actor|assistant_director|writer,tt0265342|tt0266875|tt0247924|tt0339252
nm0883390,Rajesh Vakil,\N,\N,assistant_director|director|writer,tt0104854|tt0154695|tt0359473|tt0350195
nm0885537,Krishna Vamsi,1962,\N,director|writer|assistant_director,tt1579625|tt0339252|tt1183907|tt3802668
nm0890060,Ram Gopal Varma,1962,\N,director|producer|writer,tt0187115|tt0195231|tt0114234|tt0248428
nm0890825,Vasilis Vasilikos,1934,\N,writer|actor|script_department,tt2072227|tt0057307|tt0065234|tt0265440
nm0890864,P. Vasu,\N,\N,director|writer|actor,tt0449869|tt0306645|tt1339248|tt3738624
nm0890875,Vivek Vaswani,1972,\N,actor|producer|writer,tt1182884|tt0211634|tt0335044|tt0347332
nm0892850,Sadasivabrahmam Vempati,\N,\N,writer,tt0279729|tt0050956|tt0257209|tt0246916
nm0893128,Kona Venkat,\N,\N,writer|producer|actor,tt0491775|tt0195231|tt9605894|tt5690142
nm0894340,Deven Verma,1937,2014,actor|producer|director,tt0246493|tt0158375|tt0215517|tt0320124
nm0894347,Prakash Verma,\N,\N,miscellaneous|director|producer,tt0154706|tt2677190|tt0068255|tt0085129
nm0894354,Tinnu Verma,\N,\N,stunts|actor|director,tt0347332|tt0284137|tt0109117|tt0118751
nm0897196,Deepak Balraj Vij,\N,\N,director|writer|producer,tt0363481|tt0111303|tt0458027|tt0363730
nm0897200,Vijay,\N,\N,director|actor|writer,tt1416665|tt1360153|tt1416716|tt1399055
nm0899408,Ajay Virmani,\N,\N,producer|actor|music_department,tt0303785|tt1736552|tt4412528|tt0240200
nm0899649,K. Viswanath,1930,\N,director|writer|actor,tt0079889|tt0097264|tt0249985|tt0086231
nm0903423,Neeraj Vora,1963,2017,actor|writer|director,tt0242519|tt0995031|tt0495034|tt0255305
nm0904496,Bharat Vyas,\N,1982,music_department|soundtrack|writer,tt0266327|tt0214082|tt0106333|tt0242840
nm0904498,Narottam Vyas,\N,\N,writer|director|actor,tt0379446|tt0242840|tt0031527|tt0381048
nm0905562,J.B.H. Wadia,1901,1986,writer|director|producer,tt0358194|tt0139443|tt0398671|tt0372038
nm0905571,Hansa Wadkar,1924,1971,actress|writer,tt0149751|tt0031714|tt0158915|tt0374040
nm0906817,Deborah Wakeham,\N,\N,actress|producer|writer,tt0097815|tt0107665|tt0145487|tt2314886
nm0940326,Jeremy Wooding,1969,\N,director|producer|writer,tt0321494|tt0303008|tt3529110|tt6668974
nm0946575,Sitanshu Yashaschandra,\N,\N,writer,tt0137100
nm0947899,Valentin Ezhov,1921,2004,writer,tt0101283|tt0052600|tt0066565|tt0095114
nm0948335,Yogesh,\N,\N,music_department|soundtrack|writer,tt0157917|tt0482672|tt1594910|tt0066763
nm0952067,Shama Zaidi,\N,\N,writer|art_director|costume_department,tt0083248|tt0073034|tt0108256|tt3826186
nm0957637,M.K. Zokey,\N,\N,writer,tt0044392
nm0960965,Kaushik Ghatak,\N,\N,director|writer,tt2943834|tt3636776|tt2801992|tt0853074
nm0961391,Vipul Mehta,\N,\N,writer|producer|director,tt7543152|tt5908764|tt9610262|tt0278212
nm0968648,Goldie Behl,\N,\N,producer|director|writer,tt10699044|tt6900278|tt1060249|tt0283911
nm0992000,Arjun Rampal,1972,\N,actor|soundtrack|writer,tt1230165|tt1024943|tt1562871|tt0461936
nm0992027,Kamal Sadanah,1971,\N,actor|writer|director,tt3796006|tt3728376|tt5281364|tt0363455
nm0994603,Onir,\N,\N,producer|director|editor,tt4287778|tt1327833|tt0419992|tt1629295
nm0994884,Maya Govind,\N,\N,music_department|soundtrack|writer,tt0286672|tt0395668|tt0115009|tt0359457
nm0996003,Subbir Mukherjee,\N,\N,writer|producer,tt0245494|tt0284999|tt0366993|tt0332559
nm0996154,Neil Spencer,\N,\N,writer|soundtrack|miscellaneous,tt7881358|tt0321494|tt6668974|tt0286141
nm0996320,Gautam Adhikari,\N,\N,producer|director|writer,tt8779772|tt0350613|tt0439872|tt0286539
nm0996494,Lateef Binny,\N,\N,assistant_director|director|writer,tt0109117|tt0217351|tt0286416|tt0099652
nm0996945,Jyotin Goel,\N,\N,writer|director|producer,tt1633171|tt0232784|tt0286934|tt2100543
nm0997633,Shakeel Noorani,\N,\N,producer|director|writer,tt0227496|tt0250452|tt0286478|tt0358261
nm0997778,T.L.V. Prasad,\N,\N,director|writer|editor,tt0314938|tt0294492|tt0286891|tt0113455
nm0997828,Keshav Rathod,\N,\N,writer|director|composer,tt1646088|tt4995644|tt0363666|tt5079992
nm0999225,Seema Kapoor,\N,\N,writer|director,tt8084696|tt2008546|tt5583112|tt1907680
nm0999502,Rajiv Babbar,\N,\N,producer|director|writer,tt0251395|tt0349620|tt0470398|tt0287152
nm1001562,Rekha Nigam,\N,\N,writer|miscellaneous,tt8518248|tt0985636|tt0437407|tt1806784
nm1001877,R. Selvaraj,\N,\N,writer|art_department|director,tt0242256|tt0096139|tt0315283|tt0318607
nm10023062,Pushpdeep Bhardwaj,\N,\N,director|writer,tt9074776|tt8426854
nm1002422,Akashdeep,\N,\N,actor|director|producer,tt0395668|tt2909396|tt0362056|tt0213677
nm10038869,Anudeep Singh,\N,\N,writer,tt7180544
nm10039092,Vankush Arora,\N,\N,writer,tt5747326|tt7609114
nm1004422,Amin Hajee,\N,\N,actor|writer|director,tt0169102|tt1887763|tt0449994|tt0367110
nm1007319,Rajan Johri,\N,\N,writer|director,tt1023138|tt0288273|tt0315777
nm1007381,Tanveer Khan,\N,\N,writer|director|actor,tt2104937|tt0946999|tt0430328|tt0133024
nm1007819,Madan Pal,\N,\N,music_department|soundtrack|writer,tt0459423|tt0387989|tt0217351|tt0114337
nm1007823,Gaurav Pandey,\N,\N,writer|director|actor,tt0357208|tt4105550|tt0814012|tt4338242
nm1007919,Shyam Raj,\N,\N,music_department|soundtrack|writer,tt0217351|tt0096775|tt0395802|tt0283911
nm10084670,Charan Singh Pathik,\N,\N,writer,tt10065572|tt8396128
nm10091335,Yogesh Chandekar,\N,\N,writer|assistant_director,tt8108198
nm10091664,Vivek Modi,\N,\N,writer|assistant_director|actor,tt7722484|tt5978194|tt1825655
nm10096511,Sajan Agarwal,\N,\N,music_department|writer|producer,tt8208372|tt6862542|tt2165142|tt1584917
nm1010679,Shrishti Behl,\N,\N,producer|actress|writer,tt0288427|tt2064816|tt0283911|tt1060249
nm10111893,Akshat Ghildial,\N,\N,writer,tt7725596
nm1011364,Subhash Jain,\N,\N,writer,tt0267703
nm1011407,Irfan Kamal,\N,\N,actor|music_department|writer,tt1437367|tt1029231|tt9179426|tt1188982
nm10114557,Suhrita Sengupta,\N,\N,writer,tt8426854
nm1012016,T.A. Razak,\N,2016,writer|director,tt0355914|tt0355636|tt0292143|tt0355640
nm1014371,Akshay Anand,\N,\N,actor,tt0190419|tt0390729|tt7720254|tt0359368
nm1014395,Nawab Arzoo,\N,\N,music_department|composer|soundtrack,tt1935184|tt0363455|tt3911870|tt0106333
nm10171638,Mustafa Neemuchwala,\N,\N,miscellaneous|writer|assistant_director,tt1187043|tt2122340|tt7618184
nm10176181,Meghvrat Singh Gurjar,\N,\N,writer,tt7526836|tt9172840
nm1018030,Uttam Gada,\N,\N,writer,tt0255305|tt1399602|tt1334254|tt0470614
nm1018493,Rakeysh Omprakash Mehra,1963,\N,producer|director|writer,tt2356180|tt0405508|tt0289845|tt1043451
nm1018908,Vivek Sharma,1969,\N,assistant_director|miscellaneous|director,tt1324078|tt0347473|tt0991346|tt0172684
nm1019121,Anand S. Vardhan,\N,\N,writer|director,tt0319020|tt0242519|tt0246729|tt0885398
nm1021245,Khanolkar C.T.,\N,\N,writer,tt0077172
nm1021349,Kumar Dave,\N,\N,actor|writer|assistant_director,tt0169102|tt0172980|tt0121989|tt0491724
nm1021353,Sanjay Dayma,\N,\N,writer|director|assistant_director,tt0169102|tt0476848
nm1021961,Mir Muneer,\N,\N,writer,tt0104072
nm1021985,Dayal Nihalani,\N,\N,assistant_director|director|writer,tt0337625|tt0251143|tt0338960|tt0113527
nm1022153,K.P. Saxena,\N,\N,writer,tt0169102|tt0367110|tt0437238|tt0449994
nm1022183,Ved Prakash Sharma,1955,2017,writer,tt0196635|tt0114317|tt0391741
nm1022213,Raj Sinha,\N,\N,editorial_department|writer|assistant_director,tt0255111|tt0117437|tt6400696|tt0308347
nm1022269,Sayed Sultan,\N,\N,writer|actor,tt0395668|tt0079584|tt0082797|tt0257475
nm1022273,Balvinder Singh Suri,\N,\N,actor|assistant_director|director,tt1492766|tt0845448|tt0116898|tt1510275
nm1023986,Aditya Bhattacharya,\N,\N,director|actor|producer,tt4035594|tt0290820|tt1354066|tt3055378
nm1024196,Mahendra Dehlvi,\N,1992,music_department|writer|soundtrack,tt1505117|tt0391720|tt0437406|tt0271174
nm1024601,Ajay Kartik,\N,\N,writer,tt0110105
nm1025280,Anubhav Sinha,1965,\N,director|writer|producer,tt7618184|tt1562871|tt0348521|tt0290326
nm10262732,Vikash Mani,\N,\N,writer,tt9239772
nm10262742,Ahmed Siraj,\N,\N,writer,tt9239772
nm1027679,B.K. Adarsh,1925,\N,director|producer|writer,tt0293617|tt2679268|tt0397906|tt2795366
nm1027719,Farhan Akhtar,1974,\N,producer|actor|writer,tt2356180|tt0461936|tt0292490|tt1562872
nm1027895,S. Azim,\N,\N,stunts|actor|director,tt2761592|tt0147811|tt0290501|tt0239452
nm1028406,B.H. Bukhari,\N,\N,writer,tt0268252|tt0415082|tt0283989|tt0231353
nm1028832,Renzil D'Silva,\N,\N,writer|director,tt2792284|tt0405508|tt1185442|tt2172071
nm1030225,Firoz Irani,\N,\N,actor|director|writer,tt0326576|tt0206020|tt0461323|tt0233227
nm1030245,Manohar Iyer,\N,\N,music_department|writer,tt0475627|tt6812438
nm1030373,Reema Kagti,\N,\N,writer|producer|assistant_director,tt2395469|tt6173990|tt1787988|tt1562872
